Source,Target,type,weight
0,1,directed,1
0,2,directed,1
0,3,directed,1
0,4,directed,1
0,5,directed,1
0,6,directed,1
0,7,directed,1
8,9,directed,1
8,2,directed,1
8,4,directed,1
8,10,directed,1
8,11,directed,1
8,12,directed,1
8,7,directed,1
13,8,directed,1
13,14,directed,1
13,15,directed,1
13,16,directed,1
13,7,directed,1
13,17,directed,1
13,9,directed,1
13,18,directed,1
13,19,directed,1
13,20,directed,1
13,21,directed,1
13,22,directed,1
13,23,directed,1
13,24,directed,1
13,25,directed,1
13,26,directed,1
13,27,directed,1
13,28,directed,1
13,29,directed,1
13,30,directed,1
13,31,directed,1
13,32,directed,1
13,33,directed,1
13,34,directed,1
