Source,Target,type,weight
45,46,directed,1
45,47,directed,1
45,48,directed,1
45,35,directed,1
45,49,directed,1
45,18,directed,1
45,37,directed,1
0,1,directed,1
0,2,directed,1
0,3,directed,1
0,4,directed,1
0,50,directed,1
0,5,directed,1
0,51,directed,1
0,52,directed,1
0,53,directed,1
54,55,directed,1
50,55,directed,1
2,17,directed,1
14,15,directed,1
14,50,directed,1
14,16,directed,1
14,2,directed,1
14,0,directed,1
14,17,directed,1
14,18,directed,1
56,1,directed,1
56,48,directed,1
56,3,directed,1
56,57,directed,1
56,54,directed,1
56,51,directed,1
56,52,directed,1
56,53,directed,1
57,58,directed,1
57,56,directed,1
15,46,directed,1
15,59,directed,1
15,60,directed,1
15,47,directed,1
15,17,directed,1
15,16,directed,1
15,61,directed,1
15,1,directed,1
15,4,directed,1
15,62,directed,1
15,34,directed,1
15,63,directed,1
15,3,directed,1
15,29,directed,1
15,19,directed,1
15,18,directed,1
