Source,Target,type,weight
0,1,directed,1
0,2,directed,1
0,3,directed,1
0,4,directed,1
0,5,directed,1
0,6,directed,1
0,7,directed,1
0,8,directed,1
0,9,directed,1
33,34,directed,1
33,35,directed,1
33,36,directed,1
33,37,directed,1
33,38,directed,1
39,40,directed,1
41,42,directed,1
41,38,directed,1
41,40,directed,1
41,43,directed,1
41,39,directed,1
41,44,directed,1
41,45,directed,1
46,47,directed,1
46,48,directed,1
46,49,directed,1
46,15,directed,1
46,50,directed,1
46,31,directed,1
46,51,directed,1
52,53,directed,1
52,54,directed,1
52,55,directed,1
52,56,directed,1
52,57,directed,1
52,58,directed,1
52,59,directed,1
52,60,directed,1
52,61,directed,1
62,63,directed,1
62,64,directed,1
62,45,directed,1
62,65,directed,1
62,3,directed,1
66,32,directed,1
66,47,directed,1
66,48,directed,1
66,35,directed,1
66,67,directed,1
66,15,directed,1
53,68,directed,1
53,55,directed,1
55,69,directed,1
55,70,directed,1
55,38,directed,1
71,63,directed,1
71,3,directed,1
71,4,directed,1
71,7,directed,1
71,8,directed,1
71,9,directed,1
72,53,directed,1
72,56,directed,1
72,59,directed,1
72,55,directed,1
72,73,directed,1
72,58,directed,1
74,34,directed,1
74,75,directed,1
74,76,directed,1
74,77,directed,1
74,78,directed,1
74,38,directed,1
79,47,directed,1
79,48,directed,1
79,49,directed,1
79,15,directed,1
79,31,directed,1
79,51,directed,1
80,63,directed,1
80,56,directed,1
80,45,directed,1
80,65,directed,1
80,3,directed,1
80,81,directed,1
80,64,directed,1
63,3,directed,1
82,63,directed,1
82,3,directed,1
83,84,directed,1
83,85,directed,1
83,55,directed,1
83,3,directed,1
83,86,directed,1
83,87,directed,1
83,15,directed,1
83,16,directed,1
88,63,directed,1
88,89,directed,1
88,90,directed,1
91,61,directed,1
91,69,directed,1
91,45,directed,1
91,41,directed,1
91,73,directed,1
92,93,directed,1
44,40,directed,1
34,94,directed,1
34,76,directed,1
34,95,directed,1
34,96,directed,1
34,38,directed,1
