Source,Target,type,weight
5,56,directed,1
5,112,directed,1
5,100,directed,1
5,101,directed,1
5,237,directed,1
55,78,directed,1
55,101,directed,1
55,96,directed,1
55,73,directed,1
55,138,directed,1
55,139,directed,1
55,56,directed,1
55,69,directed,1
55,140,directed,1
55,45,directed,1
55,141,directed,1
55,142,directed,1
55,143,directed,1
55,60,directed,1
144,145,directed,1
144,105,directed,1
144,125,directed,1
144,56,directed,1
144,45,directed,1
144,60,directed,1
144,146,directed,1
144,87,directed,1
144,147,directed,1
144,148,directed,1
238,145,directed,1
238,105,directed,1
238,125,directed,1
238,211,directed,1
238,87,directed,1
238,3,directed,1
238,239,directed,1
238,101,directed,1
238,69,directed,1
238,60,directed,1
238,73,directed,1
240,56,directed,1
149,45,directed,1
149,96,directed,1
149,130,directed,1
149,150,directed,1
149,56,directed,1
149,3,directed,1
149,241,directed,1
149,242,directed,1
149,101,directed,1
149,7,directed,1
241,56,directed,1
241,45,directed,1
241,150,directed,1
241,243,directed,1
241,242,directed,1
152,105,directed,1
152,45,directed,1
152,125,directed,1
152,87,directed,1
152,60,directed,1
152,153,directed,1
152,78,directed,1
152,3,directed,1
152,101,directed,1
152,69,directed,1
56,3,directed,1
56,244,directed,1
56,134,directed,1
56,245,directed,1
56,246,directed,1
56,85,directed,1
247,93,directed,1
161,162,directed,1
161,125,directed,1
161,136,directed,1
161,60,directed,1
161,101,directed,1
161,69,directed,1
161,163,directed,1
161,137,directed,1
161,153,directed,1
161,87,directed,1
161,45,directed,1
161,73,directed,1
166,68,directed,1
166,186,directed,1
166,231,directed,1
166,167,directed,1
166,168,directed,1
166,56,directed,1
166,57,directed,1
166,58,directed,1
166,59,directed,1
166,105,directed,1
166,60,directed,1
166,169,directed,1
84,15,directed,1
84,31,directed,1
84,51,directed,1
84,109,directed,1
84,56,directed,1
97,98,directed,1
97,54,directed,1
97,69,directed,1
97,56,directed,1
97,57,directed,1
97,58,directed,1
97,59,directed,1
97,60,directed,1
170,145,directed,1
170,105,directed,1
170,56,directed,1
170,45,directed,1
170,60,directed,1
170,171,directed,1
170,172,directed,1
170,248,directed,1
170,87,directed,1
170,125,directed,1
173,174,directed,1
173,45,directed,1
173,175,directed,1
173,248,directed,1
173,87,directed,1
173,78,directed,1
173,101,directed,1
173,69,directed,1
173,73,directed,1
202,96,directed,1
202,196,directed,1
202,143,directed,1
202,56,directed,1
202,73,directed,1
147,177,directed,1
147,45,directed,1
147,178,directed,1
147,3,directed,1
147,179,directed,1
147,101,directed,1
147,69,directed,1
147,73,directed,1
147,78,directed,1
172,174,directed,1
172,42,directed,1
172,45,directed,1
