Source,Target,type,weight
0,1,directed,1
0,2,directed,1
0,3,directed,1
0,4,directed,1
0,5,directed,1
6,7,directed,1
6,8,directed,1
6,9,directed,1
6,1,directed,1
6,10,directed,1
6,11,directed,1
6,12,directed,1
6,13,directed,1
6,14,directed,1
6,15,directed,1
6,16,directed,1
17,18,directed,1
17,5,directed,1
17,1,directed,1
17,19,directed,1
17,20,directed,1
17,21,directed,1
17,14,directed,1
22,23,directed,1
24,25,directed,1
24,5,directed,1
24,26,directed,1
24,27,directed,1
24,28,directed,1
24,29,directed,1
24,30,directed,1
31,32,directed,1
31,33,directed,1
31,34,directed,1
31,35,directed,1
36,37,directed,1
36,38,directed,1
36,39,directed,1
36,40,directed,1
36,41,directed,1
36,33,directed,1
36,42,directed,1
36,43,directed,1
36,44,directed,1
36,16,directed,1
45,46,directed,1
47,48,directed,1
47,37,directed,1
47,38,directed,1
47,49,directed,1
4,50,directed,1
4,51,directed,1
52,53,directed,1
52,54,directed,1
52,55,directed,1
56,4,directed,1
56,51,directed,1
56,57,directed,1
56,27,directed,1
58,32,directed,1
58,41,directed,1
58,2,directed,1
40,59,directed,1
40,60,directed,1
40,61,directed,1
40,62,directed,1
32,41,directed,1
32,34,directed,1
63,64,directed,1
63,51,directed,1
63,65,directed,1
63,5,directed,1
63,66,directed,1
63,67,directed,1
63,54,directed,1
68,8,directed,1
68,1,directed,1
68,10,directed,1
68,13,directed,1
68,69,directed,1
68,16,directed,1
68,14,directed,1
70,8,directed,1
70,16,directed,1
70,10,directed,1
70,7,directed,1
70,1,directed,1
70,14,directed,1
70,13,directed,1
71,72,directed,1
71,73,directed,1
71,74,directed,1
71,50,directed,1
71,48,directed,1
75,10,directed,1
75,3,directed,1
75,1,directed,1
76,77,directed,1
76,78,directed,1
76,41,directed,1
76,79,directed,1
76,80,directed,1
76,81,directed,1
76,33,directed,1
82,76,directed,1
82,32,directed,1
82,83,directed,1
82,84,directed,1
82,33,directed,1
82,85,directed,1
82,77,directed,1
82,86,directed,1
82,87,directed,1
82,51,directed,1
82,50,directed,1
82,88,directed,1
82,89,directed,1
82,48,directed,1
82,90,directed,1
82,91,directed,1
82,92,directed,1
82,93,directed,1
82,94,directed,1
82,95,directed,1
82,96,directed,1
82,97,directed,1
82,98,directed,1
82,99,directed,1
48,37,directed,1
48,38,directed,1
48,49,directed,1
48,32,directed,1
48,100,directed,1
48,101,directed,1
48,102,directed,1
48,103,directed,1
48,36,directed,1
48,104,directed,1
48,105,directed,1
48,106,directed,1
48,107,directed,1
48,108,directed,1
48,33,directed,1
48,34,directed,1
48,77,directed,1
109,110,directed,1
109,4,directed,1
109,2,directed,1
111,112,directed,1
111,113,directed,1
111,14,directed,1
111,114,directed,1
115,116,directed,1
115,2,directed,1
115,4,directed,1
115,117,directed,1
115,14,directed,1
118,32,directed,1
118,50,directed,1
118,51,directed,1
118,41,directed,1
118,23,directed,1
119,46,directed,1
101,120,directed,1
101,66,directed,1
101,64,directed,1
101,33,directed,1
107,78,directed,1
107,41,directed,1
107,98,directed,1
107,33,directed,1
107,34,directed,1
107,35,directed,1
121,122,directed,1
121,1,directed,1
121,123,directed,1
121,4,directed,1
121,124,directed,1
125,110,directed,1
125,126,directed,1
125,4,directed,1
125,127,directed,1
128,72,directed,1
128,50,directed,1
128,48,directed,1
129,130,directed,1
129,4,directed,1
131,46,directed,1
132,38,directed,1
132,78,directed,1
132,39,directed,1
132,41,directed,1
132,113,directed,1
132,111,directed,1
132,33,directed,1
133,46,directed,1
133,16,directed,1
134,1,directed,1
134,3,directed,1
135,116,directed,1
135,136,directed,1
135,137,directed,1
135,138,directed,1
135,139,directed,1
140,4,directed,1
140,122,directed,1
140,1,directed,1
140,3,directed,1
140,14,directed,1
140,62,directed,1
141,23,directed,1
142,143,directed,1
142,144,directed,1
142,4,directed,1
142,145,directed,1
142,146,directed,1
142,147,directed,1
142,3,directed,1
148,72,directed,1
148,50,directed,1
148,48,directed,1
149,1,directed,1
149,16,directed,1
149,7,directed,1
149,14,directed,1
80,112,directed,1
80,150,directed,1
80,79,directed,1
80,2,directed,1
80,151,directed,1
100,120,directed,1
100,66,directed,1
100,64,directed,1
100,33,directed,1
152,153,directed,1
152,4,directed,1
152,147,directed,1
152,65,directed,1
152,13,directed,1
152,146,directed,1
154,3,directed,1
155,40,directed,1
155,16,directed,1
156,157,directed,1
156,1,directed,1
156,12,directed,1
156,5,directed,1
156,16,directed,1
156,10,directed,1
156,13,directed,1
156,14,directed,1
156,2,directed,1
156,7,directed,1
156,15,directed,1
158,122,directed,1
158,123,directed,1
158,1,directed,1
158,4,directed,1
158,124,directed,1
159,8,directed,1
159,7,directed,1
159,1,directed,1
159,10,directed,1
159,13,directed,1
159,149,directed,1
159,16,directed,1
160,161,directed,1
160,162,directed,1
160,1,directed,1
160,163,directed,1
160,5,directed,1
164,7,directed,1
164,112,directed,1
164,165,directed,1
164,166,directed,1
164,167,directed,1
164,168,directed,1
164,1,directed,1
169,48,directed,1
169,50,directed,1
169,51,directed,1
37,49,directed,1
37,78,directed,1
37,40,directed,1
37,41,directed,1
37,33,directed,1
37,42,directed,1
37,43,directed,1
37,170,directed,1
37,44,directed,1
37,16,directed,1
171,4,directed,1
171,3,directed,1
171,1,directed,1
171,172,directed,1
171,173,directed,1
174,175,directed,1
174,120,directed,1
174,176,directed,1
174,51,directed,1
103,37,directed,1
103,77,directed,1
103,40,directed,1
103,41,directed,1
103,50,directed,1
103,33,directed,1
103,42,directed,1
103,43,directed,1
103,44,directed,1
103,16,directed,1
177,14,directed,1
177,2,directed,1
177,112,directed,1
177,13,directed,1
177,178,directed,1
177,1,directed,1
177,179,directed,1
177,170,directed,1
177,173,directed,1
177,147,directed,1
177,3,directed,1
180,2,directed,1
64,33,directed,1
64,34,directed,1
64,35,directed,1
64,4,directed,1
64,2,directed,1
181,178,directed,1
181,2,directed,1
181,179,directed,1
181,182,directed,1
181,4,directed,1
183,2,directed,1
183,4,directed,1
183,184,directed,1
74,25,directed,1
74,5,directed,1
74,4,directed,1
74,64,directed,1
74,2,directed,1
74,185,directed,1
186,5,directed,1
186,1,directed,1
186,180,directed,1
186,173,directed,1
186,124,directed,1
122,130,directed,1
122,53,directed,1
122,4,directed,1
122,1,directed,1
122,123,directed,1
122,67,directed,1
122,16,directed,1
122,10,directed,1
122,3,directed,1
122,13,directed,1
122,140,directed,1
122,5,directed,1
122,158,directed,1
122,121,directed,1
122,187,directed,1
188,189,directed,1
188,2,directed,1
188,190,directed,1
188,146,directed,1
188,14,directed,1
188,4,directed,1
191,4,directed,1
192,186,directed,1
192,53,directed,1
192,1,directed,1
192,0,directed,1
192,67,directed,1
192,130,directed,1
192,3,directed,1
192,16,directed,1
192,10,directed,1
192,13,directed,1
193,8,directed,1
193,1,directed,1
193,123,directed,1
193,14,directed,1
193,16,directed,1
193,10,directed,1
193,13,directed,1
194,10,directed,1
194,3,directed,1
194,14,directed,1
194,195,directed,1
194,1,directed,1
196,197,directed,1
196,25,directed,1
196,5,directed,1
196,198,directed,1
196,199,directed,1
196,184,directed,1
196,62,directed,1
196,200,directed,1
196,201,directed,1
202,32,directed,1
203,8,directed,1
203,16,directed,1
203,10,directed,1
203,1,directed,1
203,13,directed,1
204,205,directed,1
204,50,directed,1
204,99,directed,1
204,206,directed,1
204,83,directed,1
204,84,directed,1
204,207,directed,1
204,208,directed,1
209,210,directed,1
209,211,directed,1
209,4,directed,1
209,145,directed,1
209,146,directed,1
209,147,directed,1
209,3,directed,1
209,212,directed,1
213,157,directed,1
213,1,directed,1
105,214,directed,1
105,215,directed,1
105,216,directed,1
105,217,directed,1
105,33,directed,1
105,54,directed,1
218,53,directed,1
218,1,directed,1
218,130,directed,1
218,67,directed,1
218,3,directed,1
218,219,directed,1
218,14,directed,1
218,5,directed,1
218,16,directed,1
218,10,directed,1
220,157,directed,1
220,5,directed,1
220,1,directed,1
221,78,directed,1
221,41,directed,1
221,98,directed,1
221,33,directed,1
221,222,directed,1
221,34,directed,1
221,35,directed,1
223,53,directed,1
223,130,directed,1
223,4,directed,1
223,1,directed,1
223,12,directed,1
223,171,directed,1
223,3,directed,1
223,224,directed,1
223,172,directed,1
223,2,directed,1
223,219,directed,1
223,225,directed,1
223,67,directed,1
223,226,directed,1
223,16,directed,1
223,10,directed,1
223,14,directed,1
227,78,directed,1
227,41,directed,1
227,98,directed,1
227,33,directed,1
227,34,directed,1
227,35,directed,1
228,229,directed,1
228,50,directed,1
230,53,directed,1
230,130,directed,1
230,4,directed,1
230,1,directed,1
230,3,directed,1
230,213,directed,1
230,67,directed,1
230,156,directed,1
230,220,directed,1
1,2,directed,1
1,7,directed,1
231,23,directed,1
232,58,directed,1
232,41,directed,1
233,172,directed,1
233,1,directed,1
234,8,directed,1
234,12,directed,1
234,62,directed,1
11,16,directed,1
11,10,directed,1
11,1,directed,1
11,164,directed,1
11,13,directed,1
224,2,directed,1
224,124,directed,1
224,173,directed,1
224,4,directed,1
224,13,directed,1
38,235,directed,1
38,236,directed,1
38,237,directed,1
38,16,directed,1
238,54,directed,1
239,41,directed,1
239,32,directed,1
239,33,directed,1
239,98,directed,1
239,222,directed,1
239,34,directed,1
239,35,directed,1
240,40,directed,1
240,27,directed,1
240,4,directed,1
240,241,directed,1
240,50,directed,1
240,242,directed,1
240,243,directed,1
114,113,directed,1
114,111,directed,1
244,5,directed,1
244,46,directed,1
78,58,directed,1
78,66,directed,1
78,245,directed,1
78,41,directed,1
78,16,directed,1
78,40,directed,1
78,173,directed,1
69,7,directed,1
69,16,directed,1
69,14,directed,1
246,247,directed,1
246,32,directed,1
246,33,directed,1
246,77,directed,1
248,176,directed,1
248,50,directed,1
249,110,directed,1
249,163,directed,1
249,4,directed,1
249,2,directed,1
187,122,directed,1
250,66,directed,1
250,64,directed,1
250,51,directed,1
251,66,directed,1
251,50,directed,1
251,252,directed,1
251,51,directed,1
251,16,directed,1
225,253,directed,1
225,172,directed,1
225,1,directed,1
225,224,directed,1
225,2,directed,1
225,13,directed,1
225,226,directed,1
225,4,directed,1
225,124,directed,1
225,173,directed,1
225,16,directed,1
225,12,directed,1
225,7,directed,1
225,14,directed,1
225,15,directed,1
225,62,directed,1
172,4,directed,1
12,14,directed,1
12,1,directed,1
12,15,directed,1
12,2,directed,1
12,254,directed,1
255,154,directed,1
151,79,directed,1
256,23,directed,1
257,161,directed,1
257,4,directed,1
257,1,directed,1
257,163,directed,1
257,5,directed,1
257,258,directed,1
257,162,directed,1
259,53,directed,1
259,1,directed,1
259,12,directed,1
259,134,directed,1
259,171,directed,1
259,260,directed,1
259,67,directed,1
259,3,directed,1
259,172,directed,1
259,130,directed,1
259,5,directed,1
259,184,directed,1
259,233,directed,1
259,225,directed,1
259,226,directed,1
259,10,directed,1
259,253,directed,1
259,254,directed,1
259,4,directed,1
259,173,directed,1
259,124,directed,1
259,129,directed,1
259,13,directed,1
259,14,directed,1
261,14,directed,1
261,13,directed,1
261,10,directed,1
261,8,directed,1
261,9,directed,1
261,1,directed,1
261,12,directed,1
261,11,directed,1
261,7,directed,1
262,153,directed,1
262,144,directed,1
262,65,directed,1
262,4,directed,1
262,145,directed,1
262,146,directed,1
262,147,directed,1
262,3,directed,1
262,16,directed,1
199,4,directed,1
199,263,directed,1
199,264,directed,1
199,27,directed,1
199,265,directed,1
266,5,directed,1
266,1,directed,1
267,32,directed,1
267,103,directed,1
267,36,directed,1
267,100,directed,1
267,101,directed,1
267,37,directed,1
267,38,directed,1
267,49,directed,1
267,77,directed,1
268,53,directed,1
268,4,directed,1
268,1,directed,1
268,7,directed,1
268,3,directed,1
268,70,directed,1
268,67,directed,1
268,130,directed,1
226,4,directed,1
269,46,directed,1
270,46,directed,1
