Source,Target,type,weight
42,41,directed,1
42,272,directed,1
42,43,directed,1
389,116,directed,1
389,18,directed,1
210,211,directed,1
210,36,directed,1
210,33,directed,1
431,432,directed,1
431,435,directed,1
431,433,directed,1
431,434,directed,1
431,33,directed,1
29,28,directed,1
29,33,directed,1
29,30,directed,1
29,31,directed,1
29,36,directed,1
29,20,directed,1
29,32,directed,1
29,35,directed,1
29,96,directed,1
29,34,directed,1
29,310,directed,1
29,436,directed,1
29,37,directed,1
29,38,directed,1
29,43,directed,1
104,93,directed,1
104,28,directed,1
236,197,directed,1
236,33,directed,1
236,237,directed,1
236,41,directed,1
236,36,directed,1
236,18,directed,1
114,51,directed,1
114,33,directed,1
114,116,directed,1
437,343,directed,1
437,592,directed,1
437,197,directed,1
317,306,directed,1
317,47,directed,1
317,438,directed,1
317,51,directed,1
317,96,directed,1
317,50,directed,1
317,439,directed,1
317,110,directed,1
317,22,directed,1
317,28,directed,1
317,34,directed,1
10,67,directed,1
10,68,directed,1
10,43,directed,1
116,18,directed,1
441,433,directed,1
441,442,directed,1
441,447,directed,1
441,443,directed,1
441,446,directed,1
441,162,directed,1
441,445,directed,1
441,361,directed,1
441,450,directed,1
441,390,directed,1
441,96,directed,1
441,215,directed,1
441,451,directed,1
441,449,directed,1
441,444,directed,1
452,359,directed,1
452,244,directed,1
452,11,directed,1
334,116,directed,1
334,18,directed,1
179,211,directed,1
179,33,directed,1
455,317,directed,1
455,271,directed,1
455,45,directed,1
457,458,directed,1
457,3,directed,1
457,4,directed,1
457,459,directed,1
457,6,directed,1
457,7,directed,1
457,1,directed,1
450,33,directed,1
450,96,directed,1
268,41,directed,1
268,34,directed,1
268,50,directed,1
268,170,directed,1
268,255,directed,1
268,28,directed,1
268,39,directed,1
268,250,directed,1
268,460,directed,1
461,77,directed,1
461,20,directed,1
461,43,directed,1
461,80,directed,1
461,462,directed,1
461,463,directed,1
461,18,directed,1
461,81,directed,1
337,7,directed,1
337,241,directed,1
68,67,directed,1
68,464,directed,1
465,299,directed,1
465,466,directed,1
465,467,directed,1
465,468,directed,1
465,469,directed,1
465,470,directed,1
267,211,directed,1
267,178,directed,1
267,36,directed,1
267,33,directed,1
92,93,directed,1
92,28,directed,1
92,39,directed,1
92,20,directed,1
92,593,directed,1
92,96,directed,1
92,50,directed,1
92,34,directed,1
92,41,directed,1
471,432,directed,1
471,433,directed,1
471,116,directed,1
471,7,directed,1
471,18,directed,1
166,112,directed,1
166,33,directed,1
107,26,directed,1
107,482,directed,1
107,459,directed,1
107,444,directed,1
107,473,directed,1
107,161,directed,1
107,474,directed,1
107,475,directed,1
107,435,directed,1
107,1,directed,1
475,458,directed,1
475,3,directed,1
475,57,directed,1
475,7,directed,1
475,58,directed,1
475,59,directed,1
476,36,directed,1
476,28,directed,1
476,51,directed,1
476,20,directed,1
477,96,directed,1
477,466,directed,1
478,166,directed,1
478,167,directed,1
478,479,directed,1
478,48,directed,1
478,36,directed,1
478,114,directed,1
478,115,directed,1
478,116,directed,1
478,51,directed,1
299,291,directed,1
299,480,directed,1
299,283,directed,1
299,33,directed,1
299,34,directed,1
593,20,directed,1
593,28,directed,1
593,41,directed,1
593,39,directed,1
593,42,directed,1
73,299,directed,1
73,72,directed,1
73,480,directed,1
73,481,directed,1
73,41,directed,1
482,7,directed,1
169,170,directed,1
