id,label,dev
0,ExtractorSampleSource,1
1,Loader,0
2,Uri,0
3,DefaultTrackOutput,0
4,ParserException,0
5,SampleSource,0
6,ExtractorOutput,0
7,Handler,0
8,SparseArray,0
9,MediaCodecTrackRenderer,1
10,CryptoException,0
11,SampleSourceTrackRenderer,0
12,MediaCodecUtil,0
13,ExoPlaybackException,0
14,MediaCodec,0
15,BufferInfo,0
16,CryptoInfo,0
17,MediaCrypto,0
18,MediaFormat,0
19,ContainerMediaChunk,1
20,BaseMediaChunk,0
21,ChunkExtractorWrapper,0
22,Util,0
23,DefaultExtractorInput,0
24,DataSpec,0
25,DataSource,0
26,ExtractorInput,0
27,UdpDataSource,1
28,UriDataSource,0
29,TransferListener,0
30,EventLogger,0
31,DemoPlayer,0
32,AudioTrack,1
33,ChunkSampleSource,1
34,BaseChunkSampleSourceEventListener,0
35,Mp4WebvttParserTest,1
36,TestCase,0
37,DashTest,1
38,DashTrackSelector,0
39,ExoHostedTest,0
40,Surface,0
41,ActivityInstrumentationTestCase2,0
42,DebugMediaCodecVideoTrackRenderer,1
43,MediaCodecVideoTrackRenderer,1
44,Context,0
45,PlaybackParams,0
46,AudioTimestamp,0
47,ConditionVariable,0
48,Mp4Extractor,0
49,Extractor,0
50,SeekMap,0
51,ParsableByteArray,0
52,NalUnitUtil,0
53,Sniffer,0
54,TrackSampleTable,0
55,Atom,0
56,Assertions,0
57,PositionHolder,0
58,AtomParsers,1
59,Track,0
60,GaplessInfo,0
61,TrackOutput,0
62,[B,0
63,TrackEncryptionBox,0
64,C,0
65,FixedSampleSizeRechunker,0
66,[J,0
67,[I,0
68,ParsableBitArray,0
69,Pair,0
70,LibopusAudioTrackRenderer,0
71,MediaClock,0
72,OpusDecoderException,0
73,WebmExtractor,1
74,EbmlReaderOutput,0
75,MediaCodecAudioTrackRenderer,1
76,LogcatLogger,0
77,ExoPlayer,0
78,HlsSampleSource,0
79,SingleSampleSource,0
80,BandwidthMeter,0
81,StreamingDrmSessionManager,0
82,DashChunkSource,0
83,TextRenderer,0
84,MetadataTrackRenderer,0
85,DebugTextViewHelper,0
86,Looper,0
