id;label;dev
42;CodecSpecificDataUtil;1
41;[B;1
272;[[B;1
43;Pair;1
389;FileDataSource;1
116;DataSource;2
18;Uri;1
210;SubripSubtitle;1
211;Subtitle;2
36;Util;2
33;Assertions;2
431;MergingMediaSource;2
432;MediaSource;2
433;MediaPeriod;2
434;MergingMediaPeriod;2
435;Timeline;0
29;AtomParsers;1
28;ParsableByteArray;2
30;TrackEncryptionBox;2
20;ParserException;2
31;Atom;2
32;TrackSampleTable;2
35;Track;2
96;Format;2
34;C;2
310;FixedSampleSizeRechunker;2
436;GaplessInfoHolder;2
37;[J;1
38;[I;1
39;NalUnitUtil;2
104;AudioTagPayloadReader;1
93;TagPayloadReader;2
275;DefaultEbmlReaderTest;1
276;EbmlReaderOutput;2
45;TestCase;1
236;DefaultHttpDataSource;1
197;HttpDataSource;2
237;TransferListener;2
283;OutputBuffer;1
284;Buffer;2
114;DefaultExtractorInput;1
51;ExtractorInput;2
437;HttpMediaDrmCallback;2
343;MediaDrmCallback;2
344;KeyRequest;0
345;ProvisionRequest;0
317;StreamReader;1
306;OggSeeker;2
47;SeekMap;2
438;OggPacket;2
50;TrackOutput;2
439;DefaultOggSeeker;2
110;PositionHolder;2
22;ExtractorOutput;2
440;SsManifestParserTest;2
106;InstrumentationTestCase;0
10;MediaCodecUtil;1
67;CodecCapabilities;1
68;MediaCodecInfo;2
441;DashMediaPeriod;2
442;SequenceableLoader;2
443;DashManifest;2
162;DashChunkSource;2
444;AdaptiveMediaSourceEventListener;2
445;LoaderErrorThrower;2
446;ChunkSampleStream;2
361;Period;2
447;CompositeSequenceableLoader;2
448;SampleStream;2
449;TrackSelection;2
450;TrackGroup;2
390;AdaptationSet;2
215;Representation;2
451;TrackGroupArray;2
452;ExoPlayerFactory;2
359;DefaultLoadControl;2
244;ExoPlayerImpl;2
11;Context;0
334;ByteArrayDataSource;1
453;Id3DecoderTest;2
454;MetadataDecoderException;2
179;Mp4WebvttSubtitle;1
455;DefaultOggSeekerTest;2
271;FakeExtractorInput;2
139;AudioCapabilitiesReceiver;1
456;BroadcastReceiver;1
141;Intent;1
457;LibvpxVideoRenderer;2
458;BaseRenderer;2
3;ExoPlaybackException;2
4;VpxDecoderException;2
459;VideoRendererEventListener;2
6;Bitmap;0
7;Handler;0
1;Surface;0
340;TtmlStyle;1
366;Alignment;1
268;H265Reader;1
170;ElementaryStreamReader;2
255;NalUnitTargetBuffer;2
250;SeiReader;2
460;ParsableNalUnitBitArray;2
336;TtmlStyleTest;1
461;SsManifestParser;2
77;XmlPullParserException;0
80;XmlPullParser;0
462;SsManifest;2
463;ParsingLoadable;2
81;XmlPullParserFactory;0
337;ActionSchedule;1
241;Action;2
464;CodecProfileLevel;1
465;SimpleSubtitleDecoder;2
299;SimpleDecoder;2
466;SubtitleDecoder;2
467;SubtitleInputBuffer;2
468;SubtitleOutputBuffer;2
469;SimpleSubtitleOutputBuffer;2
470;SubtitleDecoderException;2
267;WebvttSubtitle;1
178;WebvttCue;2
92;VideoTagPayloadReader;1
471;SingleSampleMediaSource;2
17;Loader;2
166;MediaChunk;1
112;Chunk;2
107;EventLogger;1
26;ExoPlayer;2
472;SimpleExoPlayer;2
473;ExtractorMediaSource;2
161;StreamingDrmSessionManager;2
474;MappingTrackSelector;2
475;MetadataRenderer;2
57;Callback;0
58;Looper;0
59;Message;0
476;OggPageHeader;2
477;SubtitleDecoderFactory;2
339;TtmlRenderUtil;1
341;SpannableStringBuilder;1
478;HlsMediaChunk;2
167;Aes128DataSource;2
479;HlsSampleStreamWrapper;2
48;Extractor;2
115;DataSpec;2
291;Decoder;2
480;DecoderInputBuffer;2
73;OpusDecoder;1
72;OpusDecoderException;2
481;SimpleOutputBuffer;2
482;AudioRendererEventListener;2
370;UriUtil;1
169;H262Reader;1
346;Tx3gSubtitle;1
285;VarintReaderTest;1
207;Allocator;2
349;HlsMasterPlaylistParserTest;1
163;TextRenderer;2
146;SurfaceHolder;0
192;PlaybackParams;0
300;WavExtractor;1
483;ExtractorsFactory;2
301;WavHeaderReader;2
302;WavHeader;2
173;BaseMediaChunk;1
19;DefaultTrackOutput;2
484;DefaultDataSource;2
171;VorbisBitArray;1
350;CTest;1
187;WebvttExtractor;1
195;XingSeekerTest;1
303;HlsMediaPlaylistParserTest;1
278;TxxxFrame;1
270;Id3Frame;2
485;MediaDrm;1
351;OnEventListener;1
352;DrmSessionManager;2
486;DrmSession;2
353;UnsupportedDrmException;2
79;DrmInitData;2
151;HandlerThread;1
14;MediaCrypto;1
354;OggExtractorTest;1
487;ExtractorFactory;1
488;Eia608SubtitleOutputBuffer;2
489;Eia608Decoder;2
490;SimpleDecoderAudioRenderer;2
190;MediaClock;2
491;AudioDecoderException;2
108;AudioTrack;2
492;FormatHolder;2
493;DecoderCounters;2
246;ParsableByteArrayTest;1
355;PlayerControl;1
138;MediaPlayerControl;1
175;VpxDecoder;1
174;VpxOutputBuffer;2
315;TextInformationFrame;1
494;OpusReader;2
495;Id3Decoder;2
496;MetadataDecoder;2
279;PrivFrame;2
269;GeobFrame;2
314;ApicFrame;2
280;BinaryFrame;2
357;AudioCapabilities;1
212;Ac3Reader;1
40;ParsableBitArray;2
213;Ac3Util;2
78;SegmentBase;1
214;RangedUri;2
216;UrlTemplate;2
304;DashTest;1
24;ExoHostedTest;2
305;ActivityInstrumentationTestCase2;1
374;Renderer;2
497;RendererCapabilities;2
498;DefaultExtractorsFactory;2
157;PtsTimestampAdjusterProvider;1
23;SparseArray;1
84;AdtsReader;1
220;TtmlNode;1
232;ChunkSource;2
499;ParsableNalUnitBitArrayTest;2
325;FlacStreamInfo;1
500;UrlTemplateTest;2
501;DefaultDataSourceFactory;2
364;WebvttSubtitleTest;1
260;DataChunk;1
254;H264Reader;1
502;OggPageHeaderTest;2
316;VorbisReader;1
153;VorbisUtil;2
368;DefaultExtractorInputTest;1
288;FakeDataSource;2
150;ExoPlayerImplInternal;2
369;ByteArrayDataSink;1
204;DataSink;2
503;MediaControllerPrevNextClickListener;2
143;OnClickListener;0
125;View;0
371;VpxRenderer;1
372;EGLConfig;1
373;GL10;1
164;DebugTextViewHelper;1
136;TextView;1
504;TtmlDecoder;2
505;Mp4WebvttDecoderTest;2
252;DummyTrackOutput;1
55;ConstantBitrateSeeker;1
46;Mp3Extractor;2
506;DefaultOkHttpDataSourceFactory;2
198;CacheControl;0
199;OkHttpClient;0
403;NalUnitUtilTest;1
378;DashWrappingSegmentIndex;1
379;DashSegmentIndex;2
122;ChunkIndex;2
27;WebvttParserUtil;1
180;WebvttCueParser;2
380;Mp4ExtractorTest;1
381;PriorityDataSource;1
507;PriorityTaskManager;2
508;XmlPullParserUtil;2
261;TsExtractor;1
262;SparseBooleanArray;1
509;NoOpCacheEvictor;2
409;CacheEvictor;2
510;VideoFrameReleaseTimeHelper;2
511;Choreographer;0
512;FrameCallback;0
513;MediaCodecVideoRenderer;2
514;MediaCodecRenderer;2
12;MediaCodec;0
15;MediaFormat;0
385;AssetDataSource;1
386;AssetManager;1
401;TeeDataSource;1
218;ContainerMediaChunk;1
113;ChunkExtractorWrapper;2
49;MpegAudioHeader;2
52;Id3Util;2
53;XingSeeker;2
54;VbriSeeker;2
515;WebvttDecoderTest;2
516;Spanned;0
25;HostActivity;2
322;Parcel;1
323;Parcelable;1
517;FixedTrackSelection;2
518;BaseTrackSelection;2
519;AspectRatioFrameLayout;2
424;AttributeSet;0
520;FrameLayout;0
521;FormatTest;2
522;AdtsExtractorTest;2
221;Cue;1
64;CryptoInfo;2
319;MetricsLogger;1
273;Instrumentation;1
360;LoadControl;2
206;DefaultAllocator;2
523;TrackSelectionArray;2
524;ColorParserTest;2
525;PriorityHandlerThread;2
375;TtmlRenderUtilTest;1
526;DashManifestParserTest;2
527;WebvttDecoder;2
528;CssParser;2
383;UtilTest;1
83;AdtsExtractor;1
529;FlvExtractorTest;2
324;FlacReader;1
94;HlsPlaylistParser;1
97;Variant;2
98;HlsMasterPlaylist;2
99;HlsMediaPlaylist;2
243;MpegAudioReader;1
530;OggPacketTest;2
531;SinglePeriodTimeline;0
532;DefaultOggSeekerUtilMethodsTest;2
109;Mp4Extractor;1
82;Sniffer;2
533;CssParserTest;2
534;SubtitleView;2
393;Canvas;0
399;OggExtractor;1
123;SampleChooserActivity;1
130;BaseExpandableListAdapter;1
126;ViewGroup;1
535;AsyncTask;1
536;JsonReader;1
127;Activity;1
128;Bundle;1
133;PlayerActivity;1
140;Button;1
137;KeyEvent;1
537;LinearLayout;1
134;MediaController;1
538;MotionEvent;1
539;OnKeyListener;1
540;OnTouchListener;1
135;SurfaceView;1
422;VpxVideoSurfaceView;1
423;VpxOutputBufferRenderer;2
425;GLSurfaceView;1
541;SubripDecoder;2
400;VorbisReaderTest;1
309;HlsPlaylist;2
542;RandomTrackSelection;2
543;Eia608Subtitle;2
286;TestData;1
544;TrackSelector;2
172;SingleSampleMediaChunk;1
321;Creator;1
545;SingleSegmentIndex;2
546;TtmlDecoderTest;2
367;Spannable;0
193;AudioTimestamp;1
194;ConditionVariable;2
547;DecoderCountersUtil;2
196;OkHttpDataSource;1
200;Request;1
201;Response;1
548;LibopusAudioRenderer;2
411;ContentDataSource;1
412;ContentResolver;1
202;PsshAtomUtil;1
203;CacheDataSink;1
205;Cache;2
406;RepresentationTest;1
208;Allocation;2
407;DefaultBandwidthMeter;1
159;BandwidthMeter;2
251;VpxPlaybackTest;1
408;ExtractorTest;1
230;[Z;1
549;SsChunkSource;2
60;VorbisUtilTest;1
111;InitializationChunk;1
219;TtmlSubtitle;1
222;Id3Reader;1
550;WebvttCueParserTest;2
551;Mp3ExtractorTest;2
225;DtsUtil;1
209;MediaCodecSelector;1
552;DefaultDashChunkSource;2
553;RawCcExtractor;0
554;MatroskaExtractor;2
227;FragmentedMp4Extractor;2
231;BehindLiveWindowException;2
264;MimeTypes;2
555;ChunkHolder;2
556;ByteArrayDataSourceTest;2
327;CacheSpan;1
557;DefaultSsChunkSource;2
558;PsExtractorTest;2
559;DrmInitDataTest;2
560;CaptionStyleCompat;2
561;CaptionStyle;0
562;Typeface;0
563;DefaultTrackSelector;2
564;[[I;0
265;Display;0
266;Point;0
565;MediaCodecAudioRenderer;2
566;DashMediaSource;2
335;DataSourceInputStream;1
328;LogcatMetricsLogger;1
567;DebugMediaCodecVideoRenderer;2
568;RangedUriTest;2
569;Tx3gDecoder;2
570;WebvttCssStyle;2
571;ColorParser;2
572;HlsMediaSource;2
573;UriUtilTest;2
574;TsExtractorTest;2
311;UdpDataSource;1
131;FlvExtractor;1
132;ScriptTagPayloadReader;2
277;PsExtractor;1
416;Cipher;1
417;SecretKeySpec;1
418;IvParameterSpec;1
419;CipherInputStream;1
420;NoSuchPaddingException;1
329;Predicate;2
575;ConcatenatingMediaSource;2
330;WakeLock;1
331;WifiLock;1
576;DashManifestParser;2
75;DefaultHandler;0
421;LeastRecentlyUsedCacheEvictor;1
293;DefaultEbmlReader;1
294;EbmlReader;2
295;VarintReader;2
247;VorbisBitArrayTest;1
577;MatroskaExtractorTest;2
578;SubtitlePainter;2
394;Paint;0
395;RectF;0
396;StaticLayout;0
397;TextPaint;0
228;TrackFragment;1
579;FragmentedMp4ExtractorTest;2
580;SsMediaPeriod;2
581;AdaptiveVideoTrackSelection;2
256;AdtsReaderTest;1
257;FakeTrackOutput;2
13;BufferInfo;0
249;TraceUtil;1
259;HlsChunkSource;1
429;SimpleCache;1
430;CacheDataSource;1
582;TrackSelectionHelper;2
583;CheckedTextView;0
584;DialogInterface;0
585;LayoutInflater;0
586;WavExtractorTest;2
587;KeyCompatibleMediaController;2
588;SsMediaSource;2
239;DtsReader;1
589;Mp4WebvttDecoder;2
590;StandaloneMediaClock;2
591;SubripDecoderTest;2
