Source,Target,type,weight
8,9,directed,1
8,1,directed,1
8,10,directed,1
8,3,directed,1
8,11,directed,1
8,7,directed,1
8,12,directed,1
8,13,directed,1
8,14,directed,1
8,15,directed,1
16,17,directed,1
16,18,directed,1
16,19,directed,1
16,20,directed,1
16,21,directed,1
16,22,directed,1
16,7,directed,1
16,23,directed,1
29,28,directed,1
29,33,directed,1
29,30,directed,1
29,20,directed,1
29,31,directed,1
29,32,directed,1
29,35,directed,1
29,15,directed,1
29,34,directed,1
29,310,directed,1
29,36,directed,1
29,37,directed,1
29,38,directed,1
29,298,directed,1
29,39,directed,1
29,40,directed,1
29,41,directed,1
29,43,directed,1
9,63,directed,1
9,2,directed,1
9,10,directed,1
9,3,directed,1
9,7,directed,1
9,12,directed,1
9,13,directed,1
9,64,directed,1
9,14,directed,1
9,15,directed,1
107,62,directed,1
107,9,directed,1
107,108,directed,1
107,63,directed,1
287,8,directed,1
287,11,directed,1
287,7,directed,1
189,108,directed,1
189,2,directed,1
189,190,directed,1
189,3,directed,1
189,72,directed,1
189,7,directed,1
304,233,directed,1
304,24,directed,1
304,1,directed,1
304,305,directed,1
308,276,directed,1
308,20,directed,1
308,43,directed,1
308,48,directed,1
308,23,directed,1
109,48,directed,1
109,47,directed,1
109,36,directed,1
109,28,directed,1
109,39,directed,1
109,82,directed,1
109,51,directed,1
109,32,directed,1
109,31,directed,1
109,33,directed,1
109,110,directed,1
109,20,directed,1
109,29,directed,1
109,22,directed,1
109,35,directed,1
109,15,directed,1
109,298,directed,1
109,50,directed,1
109,41,directed,1
62,9,directed,1
62,108,directed,1
62,63,directed,1
62,26,directed,1
62,148,directed,1
62,158,directed,1
62,16,directed,1
62,242,directed,1
62,159,directed,1
62,8,directed,1
62,160,directed,1
62,161,directed,1
62,162,directed,1
62,163,directed,1
62,56,directed,1
62,164,directed,1
62,7,directed,1
62,58,directed,1
62,1,directed,1
108,192,directed,1
108,193,directed,1
108,194,directed,1
108,15,directed,1
311,312,directed,1
311,237,directed,1
313,20,directed,1
313,45,directed,1
160,9,directed,1
160,108,directed,1
160,190,directed,1
160,10,directed,1
160,3,directed,1
160,7,directed,1
160,12,directed,1
160,13,directed,1
160,14,directed,1
160,15,directed,1
245,26,directed,1
245,8,directed,1
245,160,directed,1
245,148,directed,1
245,158,directed,1
245,9,directed,1
245,108,directed,1
245,63,directed,1
245,1,directed,1
148,149,directed,1
148,21,directed,1
148,17,directed,1
148,7,directed,1
218,173,directed,1
218,113,directed,1
218,19,directed,1
218,36,directed,1
218,114,directed,1
218,115,directed,1
218,116,directed,1
218,51,directed,1
218,15,directed,1
