Source,Target,type,weight
120,121,directed,1
120,17,directed,1
120,15,directed,1
120,1,directed,1
120,18,directed,1
120,122,directed,1
120,20,directed,1
120,28,directed,1
162,163,directed,1
162,164,directed,1
162,165,directed,1
15,21,directed,1
15,22,directed,1
15,23,directed,1
143,144,directed,1
143,17,directed,1
143,15,directed,1
143,18,directed,1
143,166,directed,1
143,148,directed,1
143,145,directed,1
143,2,directed,1
143,30,directed,1
143,146,directed,1
143,147,directed,1
143,122,directed,1
143,150,directed,1
143,149,directed,1
143,151,directed,1
143,152,directed,1
143,20,directed,1
153,154,directed,1
153,116,directed,1
153,108,directed,1
153,155,directed,1
153,156,directed,1
153,5,directed,1
153,157,directed,1
153,158,directed,1
153,159,directed,1
153,160,directed,1
153,161,directed,1
165,163,directed,1
165,167,directed,1
168,163,directed,1
168,167,directed,1
168,169,directed,1
168,5,directed,1
168,170,directed,1
168,171,directed,1
168,172,directed,1
168,173,directed,1
168,174,directed,1
175,176,directed,1
175,26,directed,1
175,177,directed,1
175,165,directed,1
