Source,Target,type,weight
120,121,directed,1
120,17,directed,1
120,15,directed,1
120,1,directed,1
120,18,directed,1
120,122,directed,1
120,20,directed,1
120,123,directed,1
120,124,directed,1
120,28,directed,1
125,115,directed,1
125,67,directed,1
125,126,directed,1
125,2,directed,1
125,127,directed,1
125,128,directed,1
125,129,directed,1
125,63,directed,1
125,12,directed,1
125,130,directed,1
125,131,directed,1
125,4,directed,1
125,132,directed,1
125,133,directed,1
125,134,directed,1
125,135,directed,1
125,136,directed,1
125,137,directed,1
125,3,directed,1
125,138,directed,1
125,139,directed,1
125,140,directed,1
125,141,directed,1
125,142,directed,1
15,21,directed,1
15,22,directed,1
15,23,directed,1
143,144,directed,1
143,17,directed,1
143,15,directed,1
143,18,directed,1
143,145,directed,1
143,2,directed,1
143,30,directed,1
143,146,directed,1
143,147,directed,1
143,148,directed,1
143,122,directed,1
143,149,directed,1
143,150,directed,1
143,151,directed,1
143,152,directed,1
143,20,directed,1
153,154,directed,1
153,116,directed,1
153,108,directed,1
153,155,directed,1
153,156,directed,1
153,5,directed,1
153,157,directed,1
153,158,directed,1
153,159,directed,1
153,160,directed,1
153,161,directed,1
128,9,directed,1
128,10,directed,1
128,12,directed,1
128,13,directed,1
