Source,Target,type,weight
0,1,directed,1
0,2,directed,1
0,3,directed,1
0,4,directed,1
0,5,directed,1
0,6,directed,1
0,7,directed,1
0,8,directed,1
0,9,directed,1
0,10,directed,1
0,11,directed,1
0,12,directed,1
0,13,directed,1
14,11,directed,1
14,2,directed,1
15,10,directed,1
15,16,directed,1
17,18,directed,1
17,19,directed,1
17,20,directed,1
17,13,directed,1
10,15,directed,1
10,6,directed,1
10,4,directed,1
10,21,directed,1
10,5,directed,1
10,12,directed,1
10,22,directed,1
10,2,directed,1
16,10,directed,1
16,23,directed,1
16,4,directed,1
16,11,directed,1
16,6,directed,1
16,12,directed,1
16,9,directed,1
16,24,directed,1
16,25,directed,1
16,26,directed,1
27,8,directed,1
27,20,directed,1
27,4,directed,1
27,9,directed,1
27,11,directed,1
27,10,directed,1
27,6,directed,1
27,19,directed,1
27,5,directed,1
28,29,directed,1
28,21,directed,1
28,30,directed,1
28,31,directed,1
28,6,directed,1
28,15,directed,1
28,24,directed,1
28,26,directed,1
28,32,directed,1
28,5,directed,1
28,33,directed,1
28,34,directed,1
28,4,directed,1
28,9,directed,1
28,10,directed,1
28,16,directed,1
28,35,directed,1
28,36,directed,1
19,18,directed,1
19,20,directed,1
19,37,directed,1
19,3,directed,1
19,38,directed,1
19,39,directed,1
19,40,directed,1
19,41,directed,1
19,13,directed,1
4,42,directed,1
4,10,directed,1
4,2,directed,1
4,9,directed,1
4,6,directed,1
4,11,directed,1
4,12,directed,1
4,33,directed,1
4,35,directed,1
4,21,directed,1
4,5,directed,1
4,14,directed,1
4,8,directed,1
11,2,directed,1
11,43,directed,1
11,44,directed,1
11,45,directed,1
11,6,directed,1
11,14,directed,1
11,46,directed,1
11,23,directed,1
11,19,directed,1
11,13,directed,1
11,21,directed,1
11,27,directed,1
11,0,directed,1
11,22,directed,1
47,18,directed,1
47,20,directed,1
47,48,directed,1
47,49,directed,1
47,40,directed,1
47,19,directed,1
47,39,directed,1
47,38,directed,1
47,31,directed,1
47,13,directed,1
20,3,directed,1
20,2,directed,1
20,13,directed,1
20,19,directed,1
50,51,directed,1
50,44,directed,1
50,52,directed,1
50,53,directed,1
50,48,directed,1
50,54,directed,1
55,16,directed,1
18,20,directed,1
1,4,directed,1
1,3,directed,1
