Source,Target,type,weight
0,1,directed,1
0,2,directed,1
0,3,directed,1
0,4,directed,1
0,5,directed,1
6,7,directed,1
6,8,directed,1
6,9,directed,1
6,10,directed,1
6,11,directed,1
6,12,directed,1
6,13,directed,1
6,14,directed,1
6,15,directed,1
14,16,directed,1
14,17,directed,1
14,18,directed,1
14,19,directed,1
14,8,directed,1
14,20,directed,1
14,21,directed,1
14,22,directed,1
14,23,directed,1
14,24,directed,1
14,25,directed,1
14,26,directed,1
15,27,directed,1
15,13,directed,1
15,28,directed,1
15,10,directed,1
15,29,directed,1
15,30,directed,1
31,32,directed,1
31,33,directed,1
31,11,directed,1
31,29,directed,1
31,34,directed,1
22,17,directed,1
22,35,directed,1
22,20,directed,1
22,18,directed,1
36,13,directed,1
36,37,directed,1
38,12,directed,1
38,39,directed,1
38,9,directed,1
38,11,directed,1
38,13,directed,1
38,40,directed,1
38,10,directed,1
38,41,directed,1
38,29,directed,1
38,42,directed,1
38,43,directed,1
38,44,directed,1
45,29,directed,1
32,46,directed,1
32,2,directed,1
32,29,directed,1
35,24,directed,1
35,39,directed,1
35,47,directed,1
9,29,directed,1
9,35,directed,1
9,12,directed,1
9,10,directed,1
9,13,directed,1
9,11,directed,1
9,40,directed,1
9,48,directed,1
9,30,directed,1
9,18,directed,1
9,15,directed,1
9,33,directed,1
9,7,directed,1
9,32,directed,1
9,31,directed,1
9,34,directed,1
49,2,directed,1
49,47,directed,1
49,42,directed,1
50,51,directed,1
50,18,directed,1
50,45,directed,1
50,29,directed,1
50,13,directed,1
50,42,directed,1
50,44,directed,1
50,52,directed,1
50,15,directed,1
50,48,directed,1
50,24,directed,1
50,53,directed,1
50,9,directed,1
50,10,directed,1
50,12,directed,1
50,38,directed,1
50,30,directed,1
50,54,directed,1
51,55,directed,1
51,29,directed,1
51,18,directed,1
51,56,directed,1
51,35,directed,1
51,45,directed,1
51,19,directed,1
57,9,directed,1
57,19,directed,1
58,17,directed,1
58,19,directed,1
58,22,directed,1
58,23,directed,1
58,24,directed,1
41,13,directed,1
41,29,directed,1
12,13,directed,1
12,9,directed,1
12,18,directed,1
12,15,directed,1
12,40,directed,1
12,31,directed,1
12,59,directed,1
12,60,directed,1
12,29,directed,1
61,16,directed,1
61,8,directed,1
61,37,directed,1
61,58,directed,1
61,22,directed,1
61,14,directed,1
61,21,directed,1
61,20,directed,1
61,29,directed,1
61,24,directed,1
62,51,directed,1
62,37,directed,1
62,53,directed,1
17,19,directed,1
17,20,directed,1
17,18,directed,1
8,19,directed,1
8,29,directed,1
8,24,directed,1
8,14,directed,1
63,20,directed,1
63,37,directed,1
60,13,directed,1
60,52,directed,1
60,27,directed,1
47,33,directed,1
47,12,directed,1
47,38,directed,1
47,42,directed,1
47,46,directed,1
47,2,directed,1
64,34,directed,1
64,37,directed,1
64,65,directed,1
64,66,directed,1
64,33,directed,1
64,38,directed,1
64,32,directed,1
64,31,directed,1
64,11,directed,1
67,45,directed,1
67,29,directed,1
67,19,directed,1
67,37,directed,1
68,57,directed,1
68,29,directed,1
68,19,directed,1
68,9,directed,1
68,15,directed,1
68,13,directed,1
68,69,directed,1
68,7,directed,1
68,10,directed,1
68,12,directed,1
68,11,directed,1
68,40,directed,1
68,24,directed,1
19,24,directed,1
19,29,directed,1
19,53,directed,1
13,35,directed,1
13,19,directed,1
16,8,directed,1
33,11,directed,1
33,18,directed,1
33,35,directed,1
33,32,directed,1
10,27,directed,1
10,13,directed,1
10,28,directed,1
52,29,directed,1
52,24,directed,1
70,16,directed,1
70,14,directed,1
70,8,directed,1
70,24,directed,1
11,32,directed,1
11,41,directed,1
11,35,directed,1
11,46,directed,1
11,39,directed,1
11,2,directed,1
11,14,directed,1
11,24,directed,1
11,6,directed,1
11,68,directed,1
11,13,directed,1
11,60,directed,1
40,69,directed,1
40,29,directed,1
71,4,directed,1
71,1,directed,1
71,72,directed,1
73,37,directed,1
73,47,directed,1
