Source,Target,type,weight
175,107,directed,1
175,118,directed,1
175,108,directed,1
175,65,directed,1
175,176,directed,1
175,54,directed,1
177,178,directed,1
177,176,directed,1
177,179,directed,1
177,180,directed,1
177,24,directed,1
177,181,directed,1
69,38,directed,1
69,77,directed,1
69,74,directed,1
69,78,directed,1
69,79,directed,1
69,80,directed,1
69,72,directed,1
69,73,directed,1
69,81,directed,1
69,82,directed,1
69,83,directed,1
69,84,directed,1
69,85,directed,1
69,86,directed,1
69,87,directed,1
69,88,directed,1
69,75,directed,1
69,76,directed,1
69,33,directed,1
69,89,directed,1
182,65,directed,1
182,71,directed,1
182,54,directed,1
182,88,directed,1
182,183,directed,1
182,55,directed,1
182,56,directed,1
122,123,directed,1
122,125,directed,1
122,38,directed,1
122,79,directed,1
180,184,directed,1
180,177,directed,1
167,170,directed,1
167,171,directed,1
167,38,directed,1
167,89,directed,1
167,169,directed,1
167,72,directed,1
167,73,directed,1
155,64,directed,1
155,35,directed,1
155,19,directed,1
155,156,directed,1
155,38,directed,1
155,157,directed,1
155,158,directed,1
185,186,directed,1
185,11,directed,1
185,101,directed,1
185,1,directed,1
185,30,directed,1
