Source,Target,type,weight
0,1,directed,1
0,2,directed,1
0,3,directed,1
0,4,directed,1
0,5,directed,1
0,6,directed,1
0,7,directed,1
0,8,directed,1
9,10,directed,1
9,5,directed,1
9,3,directed,1
11,1,directed,1
11,8,directed,1
11,2,directed,1
11,3,directed,1
11,12,directed,1
11,13,directed,1
11,5,directed,1
11,14,directed,1
11,15,directed,1
11,16,directed,1
11,17,directed,1
11,18,directed,1
11,7,directed,1
11,19,directed,1
11,20,directed,1
11,10,directed,1
11,21,directed,1
22,23,directed,1
22,24,directed,1
22,25,directed,1
22,26,directed,1
22,27,directed,1
22,28,directed,1
22,29,directed,1
22,30,directed,1
22,31,directed,1
22,20,directed,1
32,33,directed,1
32,3,directed,1
32,10,directed,1
32,34,directed,1
32,35,directed,1
32,20,directed,1
32,21,directed,1
15,2,directed,1
36,25,directed,1
36,20,directed,1
37,38,directed,1
37,39,directed,1
37,2,directed,1
37,40,directed,1
37,16,directed,1
37,41,directed,1
42,43,directed,1
42,20,directed,1
44,45,directed,1
44,46,directed,1
44,47,directed,1
44,26,directed,1
44,20,directed,1
44,25,directed,1
44,48,directed,1
49,50,directed,1
49,16,directed,1
49,2,directed,1
49,51,directed,1
49,21,directed,1
52,53,directed,1
52,54,directed,1
52,2,directed,1
52,55,directed,1
52,56,directed,1
52,57,directed,1
52,5,directed,1
18,58,directed,1
18,15,directed,1
18,3,directed,1
18,14,directed,1
18,16,directed,1
18,34,directed,1
18,19,directed,1
18,2,directed,1
18,59,directed,1
18,48,directed,1
18,20,directed,1
18,12,directed,1
18,4,directed,1
18,21,directed,1
18,60,directed,1
18,61,directed,1
62,2,directed,1
62,63,directed,1
62,3,directed,1
62,5,directed,1
62,21,directed,1
62,61,directed,1
63,8,directed,1
63,1,directed,1
63,2,directed,1
63,3,directed,1
63,64,directed,1
63,7,directed,1
63,20,directed,1
63,10,directed,1
63,5,directed,1
63,34,directed,1
63,62,directed,1
63,39,directed,1
63,65,directed,1
63,66,directed,1
63,67,directed,1
14,16,directed,1
14,59,directed,1
14,48,directed,1
14,2,directed,1
14,34,directed,1
68,43,directed,1
69,1,directed,1
69,3,directed,1
69,12,directed,1
69,70,directed,1
69,13,directed,1
69,71,directed,1
69,7,directed,1
69,5,directed,1
69,15,directed,1
69,8,directed,1
69,39,directed,1
69,72,directed,1
69,73,directed,1
69,18,directed,1
69,19,directed,1
69,10,directed,1
69,58,directed,1
69,74,directed,1
69,2,directed,1
69,48,directed,1
69,59,directed,1
69,75,directed,1
69,34,directed,1
69,21,directed,1
76,33,directed,1
76,3,directed,1
76,64,directed,1
76,21,directed,1
76,20,directed,1
76,10,directed,1
76,34,directed,1
77,2,directed,1
77,78,directed,1
77,79,directed,1
77,80,directed,1
81,3,directed,1
81,16,directed,1
81,5,directed,1
81,2,directed,1
81,39,directed,1
82,3,directed,1
82,20,directed,1
82,4,directed,1
82,21,directed,1
83,84,directed,1
83,85,directed,1
83,2,directed,1
83,16,directed,1
86,87,directed,1
86,1,directed,1
86,3,directed,1
86,81,directed,1
86,7,directed,1
86,8,directed,1
86,5,directed,1
86,20,directed,1
86,10,directed,1
86,34,directed,1
2,27,directed,1
2,78,directed,1
88,89,directed,1
88,3,directed,1
88,12,directed,1
88,39,directed,1
88,20,directed,1
88,10,directed,1
88,34,directed,1
88,21,directed,1
88,16,directed,1
88,4,directed,1
88,60,directed,1
90,1,directed,1
90,8,directed,1
90,2,directed,1
90,3,directed,1
90,5,directed,1
90,91,directed,1
90,7,directed,1
90,88,directed,1
90,92,directed,1
93,46,directed,1
93,27,directed,1
93,94,directed,1
93,78,directed,1
93,20,directed,1
66,63,directed,1
66,3,directed,1
66,64,directed,1
66,2,directed,1
66,59,directed,1
95,1,directed,1
95,96,directed,1
95,97,directed,1
98,2,directed,1
98,99,directed,1
98,100,directed,1
98,80,directed,1
98,101,directed,1
19,2,directed,1
102,103,directed,1
102,104,directed,1
102,105,directed,1
102,106,directed,1
102,28,directed,1
102,107,directed,1
102,24,directed,1
102,108,directed,1
102,109,directed,1
102,78,directed,1
102,27,directed,1
102,110,directed,1
102,111,directed,1
102,112,directed,1
102,113,directed,1
102,114,directed,1
102,115,directed,1
102,116,directed,1
102,117,directed,1
102,118,directed,1
102,119,directed,1
102,120,directed,1
102,121,directed,1
102,122,directed,1
13,2,directed,1
13,5,directed,1
13,3,directed,1
13,15,directed,1
13,48,directed,1
35,4,directed,1
35,20,directed,1
35,21,directed,1
123,25,directed,1
123,80,directed,1
123,2,directed,1
123,124,directed,1
123,27,directed,1
123,125,directed,1
123,126,directed,1
127,128,directed,1
127,129,directed,1
127,130,directed,1
127,20,directed,1
131,23,directed,1
131,127,directed,1
131,132,directed,1
131,25,directed,1
131,26,directed,1
131,28,directed,1
131,29,directed,1
131,30,directed,1
131,31,directed,1
131,20,directed,1
133,134,directed,1
133,135,directed,1
133,37,directed,1
133,27,directed,1
133,112,directed,1
136,16,directed,1
136,2,directed,1
136,72,directed,1
6,33,directed,1
6,20,directed,1
6,10,directed,1
6,4,directed,1
6,3,directed,1
6,21,directed,1
6,34,directed,1
137,33,directed,1
137,20,directed,1
137,10,directed,1
137,3,directed,1
137,34,directed,1
138,139,directed,1
138,140,directed,1
138,2,directed,1
138,55,directed,1
138,56,directed,1
138,57,directed,1
138,5,directed,1
138,141,directed,1
75,8,directed,1
75,2,directed,1
40,28,directed,1
40,142,directed,1
40,143,directed,1
40,2,directed,1
40,16,directed,1
144,145,directed,1
144,27,directed,1
144,122,directed,1
144,146,directed,1
144,105,directed,1
144,106,directed,1
144,147,directed,1
144,148,directed,1
23,149,directed,1
23,44,directed,1
23,25,directed,1
23,26,directed,1
23,28,directed,1
23,29,directed,1
23,30,directed,1
23,150,directed,1
23,31,directed,1
23,20,directed,1
151,33,directed,1
151,4,directed,1
151,3,directed,1
151,10,directed,1
151,34,directed,1
151,82,directed,1
151,20,directed,1
152,153,directed,1
152,16,directed,1
152,154,directed,1
152,155,directed,1
152,2,directed,1
156,157,directed,1
156,2,directed,1
156,57,directed,1
156,158,directed,1
156,34,directed,1
156,56,directed,1
159,4,directed,1
159,33,directed,1
159,160,directed,1
159,3,directed,1
159,10,directed,1
159,161,directed,1
159,12,directed,1
159,34,directed,1
159,21,directed,1
159,60,directed,1
159,20,directed,1
162,163,directed,1
162,16,directed,1
162,164,directed,1
162,56,directed,1
162,21,directed,1
162,2,directed,1
165,166,directed,1
165,2,directed,1
165,3,directed,1
165,85,directed,1
165,39,directed,1
165,167,directed,1
165,168,directed,1
169,1,directed,1
169,3,directed,1
169,8,directed,1
169,7,directed,1
169,5,directed,1
169,17,directed,1
169,21,directed,1
169,39,directed,1
169,20,directed,1
169,10,directed,1
170,157,directed,1
170,54,directed,1
170,158,directed,1
170,2,directed,1
170,55,directed,1
170,56,directed,1
170,57,directed,1
170,5,directed,1
170,20,directed,1
171,2,directed,1
65,63,directed,1
65,64,directed,1
65,3,directed,1
65,2,directed,1
65,59,directed,1
172,84,directed,1
172,173,directed,1
172,2,directed,1
172,174,directed,1
175,84,directed,1
175,2,directed,1
175,16,directed,1
161,20,directed,1
161,10,directed,1
161,3,directed,1
161,176,directed,1
161,34,directed,1
