Source,Target,type,weight
306,10,directed,1
306,134,directed,1
147,28,directed,1
147,415,directed,1
147,416,directed,1
147,417,directed,1
147,418,directed,1
147,419,directed,1
147,420,directed,1
147,50,directed,1
147,11,directed,1
147,185,directed,1
386,313,directed,1
386,357,directed,1
386,317,directed,1
386,64,directed,1
386,387,directed,1
386,316,directed,1
386,327,directed,1
386,319,directed,1
386,25,directed,1
386,380,directed,1
386,318,directed,1
386,366,directed,1
386,367,directed,1
388,314,directed,1
388,326,directed,1
262,254,directed,1
262,88,directed,1
262,307,directed,1
262,18,directed,1
262,96,directed,1
262,8,directed,1
262,308,directed,1
262,132,directed,1
262,9,directed,1
262,2,directed,1
262,15,directed,1
309,310,directed,1
309,311,directed,1
309,4,directed,1
309,17,directed,1
309,129,directed,1
122,2,directed,1
122,96,directed,1
122,128,directed,1
122,38,directed,1
122,23,directed,1
76,74,directed,1
76,392,directed,1
76,393,directed,1
548,28,directed,1
548,205,directed,1
548,549,directed,1
12,96,directed,1
12,8,directed,1
12,2,directed,1
12,550,directed,1
12,15,directed,1
312,310,directed,1
312,28,directed,1
312,57,directed,1
312,185,directed,1
96,397,directed,1
96,13,directed,1
96,398,directed,1
96,399,directed,1
551,205,directed,1
551,433,directed,1
551,434,directed,1
402,313,directed,1
402,357,directed,1
402,387,directed,1
402,340,directed,1
402,380,directed,1
402,156,directed,1
402,319,directed,1
402,342,directed,1
402,367,directed,1
402,343,directed,1
402,96,directed,1
402,209,directed,1
402,366,directed,1
402,318,directed,1
402,327,directed,1
403,28,directed,1
403,185,directed,1
29,30,directed,1
29,2,directed,1
29,31,directed,1
29,17,directed,1
29,5,directed,1
32,33,directed,1
32,34,directed,1
32,35,directed,1
315,316,directed,1
315,28,directed,1
315,317,directed,1
315,318,directed,1
315,7,directed,1
315,66,directed,1
315,126,directed,1
315,319,directed,1
315,64,directed,1
315,96,directed,1
315,48,directed,1
315,406,directed,1
315,185,directed,1
407,195,directed,1
407,185,directed,1
407,314,directed,1
407,313,directed,1
407,9,directed,1
407,107,directed,1
407,329,directed,1
407,310,directed,1
407,57,directed,1
36,2,directed,1
36,18,directed,1
188,246,directed,1
188,103,directed,1
188,346,directed,1
188,373,directed,1
188,552,directed,1
188,23,directed,1
553,205,directed,1
553,204,directed,1
19,17,directed,1
311,15,directed,1
47,48,directed,1
47,7,directed,1
47,8,directed,1
47,17,directed,1
47,49,directed,1
47,50,directed,1
47,28,directed,1
47,18,directed,1
192,227,directed,1
261,254,directed,1
261,88,directed,1
261,2,directed,1
261,17,directed,1
261,264,directed,1
261,262,directed,1
261,96,directed,1
261,23,directed,1
320,321,directed,1
320,102,directed,1
320,44,directed,1
320,55,directed,1
320,322,directed,1
320,57,directed,1
320,58,directed,1
320,60,directed,1
320,13,directed,1
285,17,directed,1
285,15,directed,1
285,5,directed,1
285,4,directed,1
224,199,directed,1
224,225,directed,1
224,17,directed,1
61,17,directed,1
61,2,directed,1
61,18,directed,1
61,323,directed,1
61,23,directed,1
61,62,directed,1
268,115,directed,1
268,301,directed,1
268,311,directed,1
268,57,directed,1
268,196,directed,1
466,214,directed,1
466,50,directed,1
466,11,directed,1
466,23,directed,1
131,10,directed,1
131,2,directed,1
131,88,directed,1
131,9,directed,1
131,18,directed,1
131,132,directed,1
131,23,directed,1
131,1,directed,1
131,96,directed,1
131,8,directed,1
197,17,directed,1
422,227,directed,1
422,167,directed,1
427,370,directed,1
427,552,directed,1
427,96,directed,1
427,103,directed,1
427,188,directed,1
427,371,directed,1
427,57,directed,1
246,182,directed,1
246,346,directed,1
246,184,directed,1
246,11,directed,1
246,15,directed,1
431,378,directed,1
431,2,directed,1
431,282,directed,1
431,226,directed,1
106,146,directed,1
106,107,directed,1
44,69,directed,1
44,70,directed,1
44,62,directed,1
330,318,directed,1
330,374,directed,1
330,55,directed,1
330,57,directed,1
330,134,directed,1
330,139,directed,1
274,115,directed,1
274,56,directed,1
274,185,directed,1
274,55,directed,1
274,167,directed,1
109,8,directed,1
109,18,directed,1
109,2,directed,1
278,0,directed,1
278,262,directed,1
278,1,directed,1
278,2,directed,1
278,96,directed,1
269,356,directed,1
269,96,directed,1
269,272,directed,1
269,273,directed,1
269,1,directed,1
269,185,directed,1
387,357,directed,1
112,23,directed,1
112,15,directed,1
112,8,directed,1
112,39,directed,1
112,40,directed,1
112,2,directed,1
112,41,directed,1
112,12,directed,1
112,441,directed,1
325,310,directed,1
325,327,directed,1
325,28,directed,1
325,57,directed,1
325,185,directed,1
55,11,directed,1
442,436,directed,1
442,381,directed,1
442,443,directed,1
442,437,directed,1
442,438,directed,1
442,439,directed,1
442,440,directed,1
442,444,directed,1
85,115,directed,1
85,322,directed,1
85,358,directed,1
85,327,directed,1
85,329,directed,1
85,155,directed,1
85,374,directed,1
85,331,directed,1
85,311,directed,1
85,330,directed,1
85,54,directed,1
124,332,directed,1
124,10,directed,1
124,88,directed,1
124,17,directed,1
124,2,directed,1
124,18,directed,1
124,20,directed,1
124,9,directed,1
124,123,directed,1
124,125,directed,1
447,392,directed,1
448,378,directed,1
448,76,directed,1
448,2,directed,1
448,74,directed,1
448,359,directed,1
448,379,directed,1
220,39,directed,1
220,41,directed,1
220,62,directed,1
449,450,directed,1
449,436,directed,1
449,205,directed,1
135,332,directed,1
135,10,directed,1
135,17,directed,1
135,2,directed,1
135,38,directed,1
135,18,directed,1
135,113,directed,1
135,9,directed,1
135,88,directed,1
125,21,directed,1
125,1,directed,1
125,2,directed,1
256,257,directed,1
256,389,directed,1
256,185,directed,1
256,272,directed,1
374,55,directed,1
374,57,directed,1
453,454,directed,1
453,455,directed,1
453,2,directed,1
453,23,directed,1
453,456,directed,1
453,457,directed,1
453,458,directed,1
453,459,directed,1
453,460,directed,1
453,461,directed,1
453,462,directed,1
164,464,directed,1
164,46,directed,1
123,21,directed,1
123,2,directed,1
123,41,directed,1
123,1,directed,1
123,465,directed,1
123,96,directed,1
123,8,directed,1
123,15,directed,1
123,23,directed,1
231,115,directed,1
231,374,directed,1
231,554,directed,1
231,381,directed,1
231,330,directed,1
231,28,directed,1
231,205,directed,1
231,81,directed,1
231,82,directed,1
231,238,directed,1
231,57,directed,1
231,239,directed,1
231,382,directed,1
231,241,directed,1
231,234,directed,1
231,185,directed,1
231,79,directed,1
555,199,directed,1
555,226,directed,1
108,39,directed,1
108,96,directed,1
108,8,directed,1
108,2,directed,1
108,15,directed,1
331,362,directed,1
331,55,directed,1
331,245,directed,1
331,57,directed,1
331,160,directed,1
331,196,directed,1
334,262,directed,1
334,227,directed,1
334,46,directed,1
250,332,directed,1
250,10,directed,1
250,88,directed,1
250,251,directed,1
250,9,directed,1
250,1,directed,1
250,252,directed,1
250,96,directed,1
250,8,directed,1
250,18,directed,1
250,15,directed,1
115,55,directed,1
335,293,directed,1
335,330,directed,1
335,55,directed,1
335,44,directed,1
335,336,directed,1
483,205,directed,1
483,433,directed,1
483,434,directed,1
483,484,directed,1
483,485,directed,1
483,185,directed,1
170,332,directed,1
170,10,directed,1
170,88,directed,1
170,17,directed,1
170,2,directed,1
170,41,directed,1
170,16,directed,1
170,18,directed,1
170,65,directed,1
170,19,directed,1
170,11,directed,1
170,132,directed,1
170,1,directed,1
170,323,directed,1
170,63,directed,1
170,9,directed,1
170,66,directed,1
170,96,directed,1
170,8,directed,1
170,23,directed,1
50,185,directed,1
48,195,directed,1
48,11,directed,1
48,28,directed,1
48,50,directed,1
317,17,directed,1
317,185,directed,1
105,106,directed,1
105,7,directed,1
105,17,directed,1
105,49,directed,1
105,50,directed,1
105,28,directed,1
105,107,directed,1
105,18,directed,1
360,392,directed,1
30,332,directed,1
30,10,directed,1
30,88,directed,1
30,17,directed,1
30,2,directed,1
30,31,directed,1
30,323,directed,1
30,9,directed,1
30,96,directed,1
30,8,directed,1
30,18,directed,1
30,15,directed,1
30,61,directed,1
30,1,directed,1
30,23,directed,1
30,89,directed,1
30,29,directed,1
30,90,directed,1
337,156,directed,1
337,28,directed,1
337,209,directed,1
337,96,directed,1
337,338,directed,1
337,339,directed,1
337,126,directed,1
337,7,directed,1
337,10,directed,1
337,302,directed,1
337,292,directed,1
337,97,directed,1
337,340,directed,1
337,318,directed,1
337,319,directed,1
337,146,directed,1
337,341,directed,1
337,342,directed,1
337,17,directed,1
337,208,directed,1
337,205,directed,1
337,48,directed,1
337,406,directed,1
337,343,directed,1
307,333,directed,1
307,2,directed,1
307,11,directed,1
307,18,directed,1
554,115,directed,1
554,241,directed,1
554,556,directed,1
554,557,directed,1
554,79,directed,1
554,311,directed,1
554,429,directed,1
554,56,directed,1
554,558,directed,1
554,559,directed,1
554,235,directed,1
554,234,directed,1
113,39,directed,1
113,96,directed,1
113,8,directed,1
113,38,directed,1
113,2,directed,1
113,23,directed,1
113,15,directed,1
107,23,directed,1
107,96,directed,1
107,11,directed,1
107,15,directed,1
107,345,directed,1
107,346,directed,1
107,17,directed,1
107,8,directed,1
107,25,directed,1
107,2,directed,1
107,26,directed,1
107,27,directed,1
107,4,directed,1
107,18,directed,1
138,39,directed,1
138,10,directed,1
138,134,directed,1
138,560,directed,1
347,262,directed,1
347,17,directed,1
347,2,directed,1
347,96,directed,1
490,314,directed,1
490,195,directed,1
490,185,directed,1
490,313,directed,1
490,312,directed,1
490,28,directed,1
490,57,directed,1
491,447,directed,1
491,393,directed,1
162,163,directed,1
162,219,directed,1
162,561,directed,1
162,349,directed,1
162,17,directed,1
350,310,directed,1
350,311,directed,1
350,313,directed,1
350,351,directed,1
492,493,directed,1
492,494,directed,1
562,28,directed,1
562,563,directed,1
562,564,directed,1
562,403,directed,1
562,214,directed,1
190,106,directed,1
190,17,directed,1
190,28,directed,1
190,49,directed,1
190,107,directed,1
190,15,directed,1
190,50,directed,1
190,18,directed,1
6,379,directed,1
6,2,directed,1
6,76,directed,1
157,362,directed,1
157,55,directed,1
157,245,directed,1
157,57,directed,1
157,160,directed,1
157,196,directed,1
273,283,directed,1
155,436,directed,1
155,57,directed,1
155,160,directed,1
155,196,directed,1
155,497,directed,1
155,498,directed,1
155,381,directed,1
155,128,directed,1
155,289,directed,1
329,1,directed,1
329,310,directed,1
329,311,directed,1
329,28,directed,1
329,57,directed,1
329,185,directed,1
7,9,directed,1
7,8,directed,1
7,10,directed,1
7,11,directed,1
7,96,directed,1
352,310,directed,1
352,195,directed,1
352,327,directed,1
352,316,directed,1
352,28,directed,1
352,57,directed,1
352,185,directed,1
225,491,directed,1
225,11,directed,1
225,447,directed,1
225,5,directed,1
225,393,directed,1
16,2,directed,1
16,18,directed,1
16,17,directed,1
16,19,directed,1
16,4,directed,1
565,310,directed,1
565,311,directed,1
565,11,directed,1
20,21,directed,1
20,2,directed,1
362,349,directed,1
362,365,directed,1
362,55,directed,1
362,11,directed,1
362,314,directed,1
362,346,directed,1
351,313,directed,1
351,318,directed,1
351,366,directed,1
351,314,directed,1
351,387,directed,1
351,4,directed,1
351,129,directed,1
351,367,directed,1
351,357,directed,1
501,318,directed,1
501,389,directed,1
501,154,directed,1
501,96,directed,1
130,88,directed,1
130,17,directed,1
37,41,directed,1
37,134,directed,1
37,39,directed,1
37,40,directed,1
37,2,directed,1
37,8,directed,1
37,23,directed,1
37,96,directed,1
37,12,directed,1
43,44,directed,1
389,96,directed,1
389,318,directed,1
389,11,directed,1
389,367,directed,1
389,4,directed,1
195,57,directed,1
195,160,directed,1
195,196,directed,1
195,319,directed,1
195,17,directed,1
191,15,directed,1
63,2,directed,1
63,11,directed,1
63,64,directed,1
63,19,directed,1
63,17,directed,1
63,1,directed,1
63,323,directed,1
63,96,directed,1
63,62,directed,1
412,346,directed,1
333,17,directed,1
333,2,directed,1
333,18,directed,1
333,1,directed,1
508,332,directed,1
508,10,directed,1
508,17,directed,1
508,2,directed,1
508,18,directed,1
508,122,directed,1
508,121,directed,1
508,9,directed,1
508,88,directed,1
251,2,directed,1
251,18,directed,1
198,199,directed,1
198,17,directed,1
198,11,directed,1
2,23,directed,1
2,11,directed,1
2,38,directed,1
287,136,directed,1
287,46,directed,1
204,205,directed,1
204,11,directed,1
204,206,directed,1
204,23,directed,1
204,17,directed,1
204,185,directed,1
354,311,directed,1
354,11,directed,1
0,1,directed,1
0,2,directed,1
0,3,directed,1
0,4,directed,1
0,5,directed,1
207,17,directed,1
207,208,directed,1
207,209,directed,1
207,96,directed,1
207,210,directed,1
515,227,directed,1
515,46,directed,1
226,392,directed,1
355,311,directed,1
355,356,directed,1
355,185,directed,1
355,195,directed,1
355,310,directed,1
355,327,directed,1
355,156,directed,1
355,28,directed,1
355,57,directed,1
355,134,directed,1
540,362,directed,1
540,55,directed,1
540,201,directed,1
540,358,directed,1
540,217,directed,1
540,57,directed,1
540,54,directed,1
326,357,directed,1
326,195,directed,1
326,9,directed,1
326,107,directed,1
326,327,directed,1
326,256,directed,1
326,57,directed,1
326,134,directed,1
213,214,directed,1
213,11,directed,1
213,215,directed,1
213,50,directed,1
213,23,directed,1
213,17,directed,1
346,191,directed,1
346,27,directed,1
90,30,directed,1
219,25,directed,1
219,11,directed,1
219,26,directed,1
219,17,directed,1
209,292,directed,1
209,207,directed,1
209,185,directed,1
209,96,directed,1
518,313,directed,1
518,195,directed,1
518,326,directed,1
518,327,directed,1
518,310,directed,1
518,272,directed,1
518,28,directed,1
518,57,directed,1
518,185,directed,1
74,392,directed,1
74,393,directed,1
74,226,directed,1
520,96,directed,1
520,411,directed,1
200,246,directed,1
200,201,directed,1
200,346,directed,1
200,203,directed,1
200,566,directed,1
89,30,directed,1
89,31,directed,1
89,2,directed,1
89,17,directed,1
89,5,directed,1
359,2,directed,1
359,360,directed,1
359,361,directed,1
359,23,directed,1
171,39,directed,1
171,2,directed,1
171,8,directed,1
171,15,directed,1
171,172,directed,1
171,96,directed,1
171,23,directed,1
321,362,directed,1
321,55,directed,1
321,44,directed,1
321,58,directed,1
321,59,directed,1
321,27,directed,1
321,60,directed,1
321,13,directed,1
365,55,directed,1
567,411,directed,1
567,412,directed,1
567,568,directed,1
567,379,directed,1
567,11,directed,1
567,410,directed,1
567,15,directed,1
465,1,directed,1
465,2,directed,1
465,23,directed,1
465,41,directed,1
465,42,directed,1
126,10,directed,1
126,1,directed,1
126,19,directed,1
126,62,directed,1
126,134,directed,1
363,146,directed,1
363,147,directed,1
363,326,directed,1
363,10,directed,1
363,17,directed,1
363,49,directed,1
363,50,directed,1
363,28,directed,1
363,18,directed,1
363,569,directed,1
279,17,directed,1
313,357,directed,1
184,191,directed,1
364,56,directed,1
364,330,directed,1
364,11,directed,1
364,55,directed,1
364,318,directed,1
364,365,directed,1
364,366,directed,1
364,367,directed,1
364,96,directed,1
364,17,directed,1
364,4,directed,1
364,368,directed,1
364,369,directed,1
364,57,directed,1
364,99,directed,1
222,199,directed,1
222,74,directed,1
222,17,directed,1
222,11,directed,1
338,10,directed,1
338,17,directed,1
338,2,directed,1
338,88,directed,1
338,9,directed,1
338,96,directed,1
338,8,directed,1
338,18,directed,1
338,1,directed,1
338,15,directed,1
529,227,directed,1
529,46,directed,1
121,39,directed,1
121,38,directed,1
121,2,directed,1
121,8,directed,1
121,15,directed,1
121,122,directed,1
121,96,directed,1
272,96,directed,1
272,283,directed,1
205,489,directed,1
205,28,directed,1
530,392,directed,1
530,430,directed,1
530,56,directed,1
530,531,directed,1
530,532,directed,1
530,533,directed,1
530,534,directed,1
536,167,directed,1
370,362,directed,1
370,102,directed,1
370,55,directed,1
370,371,directed,1
370,96,directed,1
370,15,directed,1
370,32,directed,1
370,246,directed,1
370,345,directed,1
370,346,directed,1
370,372,directed,1
370,373,directed,1
370,322,directed,1
370,57,directed,1
17,81,directed,1
17,56,directed,1
17,98,directed,1
17,99,directed,1
17,185,directed,1
172,38,directed,1
172,96,directed,1
172,23,directed,1
172,128,directed,1
301,55,directed,1
301,311,directed,1
301,313,directed,1
301,374,directed,1
301,310,directed,1
301,115,directed,1
301,57,directed,1
301,245,directed,1
301,289,directed,1
301,196,directed,1
301,62,directed,1
339,94,directed,1
339,1,directed,1
339,10,directed,1
339,134,directed,1
375,376,directed,1
375,55,directed,1
375,56,directed,1
375,57,directed,1
377,378,directed,1
377,17,directed,1
377,2,directed,1
377,74,directed,1
377,379,directed,1
377,75,directed,1
377,76,directed,1
65,11,directed,1
65,5,directed,1
65,4,directed,1
65,17,directed,1
65,15,directed,1
49,18,directed,1
49,11,directed,1
49,28,directed,1
305,332,directed,1
305,10,directed,1
305,333,directed,1
305,2,directed,1
305,18,directed,1
305,261,directed,1
305,278,directed,1
305,347,directed,1
305,1,directed,1
305,9,directed,1
305,262,directed,1
349,115,directed,1
349,55,directed,1
51,39,directed,1
51,2,directed,1
51,31,directed,1
51,23,directed,1
51,96,directed,1
51,8,directed,1
51,15,directed,1
545,1,directed,1
545,2,directed,1
545,41,directed,1
545,23,directed,1
380,314,directed,1
380,357,directed,1
380,195,directed,1
380,341,directed,1
380,107,directed,1
380,106,directed,1
380,299,directed,1
380,96,directed,1
380,327,directed,1
380,48,directed,1
380,11,directed,1
380,146,directed,1
376,321,directed,1
376,44,directed,1
376,55,directed,1
376,358,directed,1
376,56,directed,1
376,57,directed,1
376,58,directed,1
376,60,directed,1
376,13,directed,1
376,54,directed,1
550,567,directed,1
550,2,directed,1
550,555,directed,1
550,226,directed,1
550,412,directed,1
550,379,directed,1
