Source,Target,type,weight
262,254,directed,1
262,88,directed,1
262,307,directed,1
262,18,directed,1
262,96,directed,1
262,8,directed,1
262,308,directed,1
262,333,directed,1
262,132,directed,1
262,9,directed,1
262,2,directed,1
262,15,directed,1
309,310,directed,1
309,311,directed,1
309,4,directed,1
309,17,directed,1
309,129,directed,1
123,21,directed,1
123,2,directed,1
123,41,directed,1
123,1,directed,1
123,465,directed,1
123,96,directed,1
123,8,directed,1
123,15,directed,1
123,23,directed,1
12,96,directed,1
12,8,directed,1
12,2,directed,1
12,550,directed,1
12,15,directed,1
312,310,directed,1
312,28,directed,1
312,57,directed,1
312,185,directed,1
445,128,directed,1
445,446,directed,1
445,356,directed,1
445,175,directed,1
445,1,directed,1
445,207,directed,1
445,62,directed,1
445,185,directed,1
445,176,directed,1
445,178,directed,1
32,33,directed,1
32,34,directed,1
32,35,directed,1
407,195,directed,1
407,185,directed,1
407,314,directed,1
407,313,directed,1
407,9,directed,1
407,107,directed,1
407,329,directed,1
407,310,directed,1
407,57,directed,1
407,134,directed,1
19,17,directed,1
311,15,directed,1
320,321,directed,1
320,102,directed,1
320,32,directed,1
320,44,directed,1
320,55,directed,1
320,322,directed,1
320,57,directed,1
320,58,directed,1
320,60,directed,1
320,13,directed,1
570,328,directed,1
570,157,directed,1
570,115,directed,1
570,554,directed,1
570,429,directed,1
570,56,directed,1
570,558,directed,1
570,571,directed,1
570,235,directed,1
570,383,directed,1
570,79,directed,1
268,115,directed,1
268,301,directed,1
268,311,directed,1
268,57,directed,1
268,196,directed,1
427,370,directed,1
427,552,directed,1
427,96,directed,1
427,103,directed,1
427,188,directed,1
427,371,directed,1
427,57,directed,1
246,182,directed,1
246,346,directed,1
246,184,directed,1
246,11,directed,1
246,15,directed,1
329,1,directed,1
329,310,directed,1
329,311,directed,1
329,28,directed,1
329,57,directed,1
329,185,directed,1
269,356,directed,1
269,96,directed,1
269,272,directed,1
269,273,directed,1
269,1,directed,1
269,185,directed,1
112,23,directed,1
112,15,directed,1
112,8,directed,1
112,39,directed,1
112,40,directed,1
112,2,directed,1
112,41,directed,1
112,572,directed,1
112,9,directed,1
112,12,directed,1
112,441,directed,1
325,310,directed,1
325,573,directed,1
325,327,directed,1
325,28,directed,1
325,57,directed,1
325,185,directed,1
155,436,directed,1
155,57,directed,1
155,160,directed,1
155,196,directed,1
155,497,directed,1
155,498,directed,1
155,381,directed,1
155,128,directed,1
155,289,directed,1
85,115,directed,1
85,322,directed,1
85,358,directed,1
85,327,directed,1
85,329,directed,1
85,155,directed,1
85,331,directed,1
85,311,directed,1
85,54,directed,1
250,332,directed,1
250,10,directed,1
250,88,directed,1
250,251,directed,1
250,9,directed,1
250,1,directed,1
250,252,directed,1
250,96,directed,1
250,8,directed,1
250,18,directed,1
250,15,directed,1
463,19,directed,1
463,46,directed,1
171,39,directed,1
171,2,directed,1
171,572,directed,1
171,9,directed,1
171,8,directed,1
171,15,directed,1
171,172,directed,1
171,96,directed,1
171,23,directed,1
108,39,directed,1
108,2,directed,1
108,572,directed,1
108,9,directed,1
108,96,directed,1
108,8,directed,1
108,15,directed,1
334,262,directed,1
334,227,directed,1
334,46,directed,1
170,332,directed,1
170,10,directed,1
170,88,directed,1
170,17,directed,1
170,2,directed,1
170,41,directed,1
170,16,directed,1
170,18,directed,1
170,65,directed,1
170,19,directed,1
170,11,directed,1
170,132,directed,1
170,1,directed,1
170,323,directed,1
170,63,directed,1
170,9,directed,1
170,66,directed,1
170,96,directed,1
170,8,directed,1
170,574,directed,1
170,23,directed,1
30,332,directed,1
30,10,directed,1
30,88,directed,1
30,17,directed,1
30,2,directed,1
30,31,directed,1
30,323,directed,1
30,9,directed,1
30,96,directed,1
30,8,directed,1
30,18,directed,1
30,15,directed,1
30,1,directed,1
30,23,directed,1
30,453,directed,1
30,89,directed,1
30,29,directed,1
30,90,directed,1
337,156,directed,1
337,28,directed,1
337,209,directed,1
337,96,directed,1
337,338,directed,1
337,339,directed,1
337,126,directed,1
337,7,directed,1
337,10,directed,1
337,302,directed,1
337,292,directed,1
337,97,directed,1
337,340,directed,1
337,318,directed,1
337,319,directed,1
337,146,directed,1
337,341,directed,1
337,342,directed,1
337,17,directed,1
337,208,directed,1
337,205,directed,1
337,48,directed,1
337,406,directed,1
337,343,directed,1
554,115,directed,1
554,241,directed,1
554,556,directed,1
554,557,directed,1
554,79,directed,1
554,311,directed,1
554,429,directed,1
554,56,directed,1
554,558,directed,1
554,235,directed,1
554,234,directed,1
113,39,directed,1
113,38,directed,1
113,2,directed,1
113,572,directed,1
113,9,directed,1
113,96,directed,1
113,8,directed,1
113,109,directed,1
113,23,directed,1
113,15,directed,1
