id,label,dev
0,PlayerActivity,1
1,Context,0
2,KeyEvent,0
3,MediaController,0
4,MediaPlayerControl,0
5,DemoPlayer,1
6,AudioCapabilitiesReceiver,0
7,Activity,0
8,Bundle,0
9,Button,0
10,Intent,0
11,MenuItem,0
12,OnClickListener,0
13,OnMenuItemClickListener,0
14,PopupMenu,0
15,SurfaceHolder,0
16,Callback,0
17,SurfaceView,0
18,TextView,0
19,Uri,0
20,View,0
21,Eia608TrackRenderer,1
22,SampleSourceTrackRenderer,1
23,ExoPlaybackException,0
24,Handler,0
25,Looper,0
26,Message,0
27,WebmExtractor,1
28,EbmlReaderOutput,1
29,ParserException,0
30,Pair,0
31,Extractor,0
32,SparseArray,0
33,VpxOutputBuffer,1
34,OutputBuffer,1
35,VpxDecoder,1
36,VbriSeeker,0
37,Mp3Extractor,1
38,ParsableByteArray,0
39,MpegAudioHeader,0
40,Util,1
41,[J,0
42,VorbisReader,0
43,VorbisUtil,0
44,StreamReader,0
45,SeekMap,0
46,OggSeeker,0
47,ExtractorInput,1
48,ExtractorOutput,0
49,PositionHolder,0
50,OggParser,0
51,MediaFormat,0
52,TrackOutput,1
53,OggUtil,0
54,C,1
55,GaplessInfo,0
56,Id3Util,1
57,XingSeeker,0
58,ConstantBitrateSeeker,0
59,EbmlReader,1
60,TsChunk,0
61,MediaChunk,0
62,Aes128DataSource,0
63,DefaultExtractorInput,0
64,DataSpec,0
65,DataSource,0
66,HlsExtractorWrapper,1
67,H265Reader,1
68,[B,0
69,ElementaryStreamReader,0
70,NalUnitTargetBuffer,0
71,NalUnitUtil,1
72,SeiReader,1
73,ParsableBitArray,1
74,Format,1
75,Assertions,0
76,DummyTrackOutput,0
77,AtomParsers,1
78,TrackEncryptionBox,0
79,Atom,0
80,TrackSampleTable,1
81,Track,0
82,FixedSampleSizeRechunker,0
83,[I,0
84,FlacReader,0
85,FlacStreamInfo,0
86,FlacSeekTable,0
87,FlacUtil,0
88,Tx3gParser,0
89,SubtitleParser,1
90,Tx3gSubtitle,0
91,Cue,0
92,Mp4ExtractorTest,1
93,TestCase,0
94,TrackFragment,0
95,AdtsExtractor,0
96,AdtsReader,1
97,VideoTagPayloadReader,1
98,TagPayloadReader,0
99,WebvttParser,0
100,WebvttCueParser,0
101,WebvttCue,0
102,VpxPlaybackTest,1
103,ExoPlayer,1
104,InstrumentationTestCase,0
105,ContentProtection,0
106,DrmInitData,0
107,Sniffer,1
108,FlvExtractor,0
109,AudioTagPayloadReader,1
110,ScriptTagPayloadReader,0
111,SingleSampleSource,1
112,SampleSource,1
113,Loader,0
114,ExoPlayerImpl,1
115,Buffer,1
116,Id3Reader,1
117,DtsReader,1
118,DtsUtil,0
119,HlsRendererBuilder,0
120,ManifestFetcher,0
121,SegmentBase,0
122,RangedUri,0
123,Representation,0
124,UrlTemplate,0
125,CTest,1
126,UtilTest,1
127,SampleHolder,1
128,CryptoInfo,1
129,CodecSpecificDataUtil,1
130,[[B,0
131,EventLogger,1
132,MediaCodecTrackRenderer,1
133,AudioTrack,0
134,CryptoException,0
135,DefaultEbmlReaderTest,1
136,SimpleDecoder,1
137,Decoder,1
138,InputBuffer;,0
