Source,Target,type,weight
306,10,directed,1
306,134,directed,1
490,314,directed,1
490,195,directed,1
490,185,directed,1
490,313,directed,1
490,312,directed,1
490,28,directed,1
490,57,directed,1
309,310,directed,1
309,311,directed,1
309,4,directed,1
309,17,directed,1
309,129,directed,1
312,310,directed,1
312,28,directed,1
312,57,directed,1
312,185,directed,1
29,30,directed,1
29,2,directed,1
29,31,directed,1
29,17,directed,1
29,5,directed,1
315,316,directed,1
315,28,directed,1
315,317,directed,1
315,318,directed,1
315,7,directed,1
315,66,directed,1
315,126,directed,1
315,319,directed,1
315,64,directed,1
315,96,directed,1
315,48,directed,1
315,406,directed,1
315,185,directed,1
407,195,directed,1
407,185,directed,1
407,314,directed,1
407,313,directed,1
407,9,directed,1
407,107,directed,1
407,329,directed,1
407,310,directed,1
407,57,directed,1
407,134,directed,1
588,572,directed,1
588,2,directed,1
588,38,directed,1
588,578,directed,1
588,17,directed,1
19,17,directed,1
311,15,directed,1
47,48,directed,1
47,7,directed,1
47,8,directed,1
47,17,directed,1
47,49,directed,1
47,50,directed,1
47,28,directed,1
47,18,directed,1
261,254,directed,1
261,88,directed,1
261,2,directed,1
261,17,directed,1
261,264,directed,1
261,262,directed,1
261,96,directed,1
261,23,directed,1
320,321,directed,1
320,102,directed,1
320,32,directed,1
320,44,directed,1
320,55,directed,1
320,322,directed,1
320,57,directed,1
320,13,directed,1
570,328,directed,1
570,157,directed,1
570,115,directed,1
570,554,directed,1
570,429,directed,1
570,56,directed,1
570,558,directed,1
570,571,directed,1
570,235,directed,1
570,383,directed,1
570,79,directed,1
224,199,directed,1
224,225,directed,1
224,17,directed,1
268,115,directed,1
268,301,directed,1
268,311,directed,1
268,57,directed,1
268,196,directed,1
197,17,directed,1
427,370,directed,1
427,552,directed,1
427,96,directed,1
427,103,directed,1
427,188,directed,1
427,371,directed,1
427,57,directed,1
329,1,directed,1
329,310,directed,1
329,311,directed,1
329,28,directed,1
329,57,directed,1
329,185,directed,1
324,162,directed,1
324,268,directed,1
324,56,directed,1
353,332,directed,1
353,10,directed,1
269,356,directed,1
269,96,directed,1
269,272,directed,1
269,273,directed,1
269,17,directed,1
269,15,directed,1
269,1,directed,1
269,185,directed,1
325,310,directed,1
325,573,directed,1
325,327,directed,1
325,28,directed,1
325,57,directed,1
325,185,directed,1
85,115,directed,1
85,322,directed,1
85,358,directed,1
85,327,directed,1
85,329,directed,1
85,155,directed,1
85,311,directed,1
85,54,directed,1
124,332,directed,1
124,10,directed,1
124,88,directed,1
124,17,directed,1
124,2,directed,1
124,18,directed,1
124,20,directed,1
124,9,directed,1
124,123,directed,1
124,125,directed,1
250,332,directed,1
250,10,directed,1
250,88,directed,1
250,251,directed,1
250,9,directed,1
250,1,directed,1
250,252,directed,1
250,96,directed,1
250,8,directed,1
250,18,directed,1
250,15,directed,1
135,332,directed,1
135,10,directed,1
135,17,directed,1
135,2,directed,1
135,38,directed,1
135,18,directed,1
135,113,directed,1
135,572,directed,1
135,9,directed,1
135,88,directed,1
453,454,directed,1
453,17,directed,1
453,2,directed,1
453,457,directed,1
453,458,directed,1
453,459,directed,1
453,460,directed,1
453,23,directed,1
453,586,directed,1
453,461,directed,1
453,462,directed,1
589,17,directed,1
589,11,directed,1
170,332,directed,1
170,10,directed,1
170,88,directed,1
170,17,directed,1
170,2,directed,1
170,41,directed,1
170,16,directed,1
170,18,directed,1
170,65,directed,1
170,19,directed,1
170,11,directed,1
170,132,directed,1
170,1,directed,1
170,323,directed,1
170,63,directed,1
170,9,directed,1
170,66,directed,1
170,96,directed,1
170,8,directed,1
170,574,directed,1
170,23,directed,1
364,56,directed,1
364,330,directed,1
364,11,directed,1
364,55,directed,1
364,318,directed,1
364,365,directed,1
364,366,directed,1
364,367,directed,1
364,96,directed,1
364,17,directed,1
364,4,directed,1
364,368,directed,1
364,369,directed,1
364,99,directed,1
317,17,directed,1
317,185,directed,1
105,106,directed,1
105,7,directed,1
105,17,directed,1
105,49,directed,1
105,50,directed,1
105,28,directed,1
105,107,directed,1
105,18,directed,1
30,332,directed,1
30,10,directed,1
30,88,directed,1
30,17,directed,1
30,2,directed,1
30,31,directed,1
30,323,directed,1
30,9,directed,1
30,96,directed,1
30,8,directed,1
30,18,directed,1
30,15,directed,1
30,1,directed,1
30,23,directed,1
30,453,directed,1
30,89,directed,1
30,29,directed,1
30,90,directed,1
337,156,directed,1
337,28,directed,1
337,209,directed,1
337,96,directed,1
337,338,directed,1
337,339,directed,1
337,126,directed,1
337,7,directed,1
337,10,directed,1
337,302,directed,1
337,292,directed,1
337,97,directed,1
337,340,directed,1
337,318,directed,1
337,319,directed,1
337,146,directed,1
337,341,directed,1
337,342,directed,1
337,17,directed,1
337,208,directed,1
337,205,directed,1
337,48,directed,1
337,406,directed,1
337,343,directed,1
554,115,directed,1
554,241,directed,1
554,556,directed,1
554,557,directed,1
554,79,directed,1
554,311,directed,1
554,429,directed,1
554,56,directed,1
554,558,directed,1
554,235,directed,1
554,234,directed,1
107,23,directed,1
107,96,directed,1
107,11,directed,1
107,15,directed,1
107,345,directed,1
107,346,directed,1
107,17,directed,1
107,8,directed,1
107,25,directed,1
107,2,directed,1
107,26,directed,1
107,27,directed,1
107,4,directed,1
107,18,directed,1
347,262,directed,1
347,17,directed,1
347,2,directed,1
347,96,directed,1
162,163,directed,1
162,219,directed,1
162,348,directed,1
162,349,directed,1
162,17,directed,1
350,310,directed,1
350,311,directed,1
350,313,directed,1
350,351,directed,1
138,578,directed,1
138,572,directed,1
138,10,directed,1
138,134,directed,1
138,139,directed,1
138,560,directed,1
190,106,directed,1
190,17,directed,1
190,28,directed,1
190,49,directed,1
190,107,directed,1
190,15,directed,1
190,50,directed,1
190,18,directed,1
157,362,directed,1
157,55,directed,1
157,245,directed,1
157,57,directed,1
157,160,directed,1
157,196,directed,1
7,9,directed,1
7,8,directed,1
7,10,directed,1
7,11,directed,1
7,96,directed,1
352,310,directed,1
352,195,directed,1
352,327,directed,1
352,316,directed,1
352,28,directed,1
352,57,directed,1
352,185,directed,1
16,2,directed,1
16,18,directed,1
16,17,directed,1
16,19,directed,1
16,4,directed,1
565,310,directed,1
565,311,directed,1
565,11,directed,1
362,349,directed,1
362,365,directed,1
362,55,directed,1
362,11,directed,1
362,314,directed,1
362,346,directed,1
585,279,directed,1
585,583,directed,1
585,17,directed,1
585,11,directed,1
130,88,directed,1
130,17,directed,1
195,57,directed,1
195,160,directed,1
195,196,directed,1
195,319,directed,1
195,17,directed,1
63,2,directed,1
63,11,directed,1
63,64,directed,1
63,19,directed,1
63,17,directed,1
63,1,directed,1
63,577,directed,1
63,574,directed,1
63,96,directed,1
63,62,directed,1
333,17,directed,1
333,2,directed,1
333,18,directed,1
333,1,directed,1
508,332,directed,1
508,10,directed,1
508,17,directed,1
508,2,directed,1
508,18,directed,1
508,122,directed,1
508,121,directed,1
508,572,directed,1
508,9,directed,1
508,88,directed,1
198,199,directed,1
198,17,directed,1
198,11,directed,1
204,205,directed,1
204,11,directed,1
204,206,directed,1
204,23,directed,1
204,17,directed,1
204,185,directed,1
354,311,directed,1
354,11,directed,1
207,17,directed,1
207,208,directed,1
207,209,directed,1
207,96,directed,1
207,210,directed,1
590,313,directed,1
590,310,directed,1
590,314,directed,1
590,362,directed,1
590,55,directed,1
590,115,directed,1
590,57,directed,1
590,289,directed,1
590,46,directed,1
355,311,directed,1
355,356,directed,1
355,185,directed,1
355,195,directed,1
355,310,directed,1
355,327,directed,1
355,156,directed,1
355,28,directed,1
355,57,directed,1
355,134,directed,1
213,215,directed,1
213,214,directed,1
213,11,directed,1
213,50,directed,1
213,23,directed,1
213,589,directed,1
213,17,directed,1
90,30,directed,1
219,25,directed,1
219,11,directed,1
219,26,directed,1
219,17,directed,1
89,30,directed,1
89,31,directed,1
89,2,directed,1
89,17,directed,1
89,5,directed,1
321,362,directed,1
321,55,directed,1
321,44,directed,1
321,58,directed,1
321,59,directed,1
321,27,directed,1
321,60,directed,1
321,13,directed,1
126,10,directed,1
126,1,directed,1
126,19,directed,1
126,62,directed,1
126,134,directed,1
577,17,directed,1
577,2,directed,1
577,19,directed,1
577,586,directed,1
577,574,directed,1
363,146,directed,1
363,272,directed,1
363,147,directed,1
363,326,directed,1
363,17,directed,1
363,49,directed,1
363,50,directed,1
363,28,directed,1
363,10,directed,1
363,18,directed,1
363,569,directed,1
131,10,directed,1
131,2,directed,1
131,88,directed,1
131,9,directed,1
131,18,directed,1
131,132,directed,1
131,23,directed,1
131,1,directed,1
131,96,directed,1
131,8,directed,1
285,17,directed,1
285,15,directed,1
285,5,directed,1
285,4,directed,1
222,199,directed,1
222,74,directed,1
222,17,directed,1
222,11,directed,1
338,10,directed,1
338,17,directed,1
338,2,directed,1
338,88,directed,1
338,9,directed,1
338,8,directed,1
338,18,directed,1
338,1,directed,1
338,15,directed,1
331,362,directed,1
331,55,directed,1
331,245,directed,1
331,57,directed,1
331,160,directed,1
331,196,directed,1
370,362,directed,1
370,102,directed,1
370,32,directed,1
370,55,directed,1
370,197,directed,1
370,372,directed,1
370,371,directed,1
370,96,directed,1
370,15,directed,1
370,246,directed,1
370,373,directed,1
370,322,directed,1
370,346,directed,1
370,345,directed,1
370,498,directed,1
370,497,directed,1
370,57,directed,1
17,1,directed,1
17,81,directed,1
17,56,directed,1
17,98,directed,1
17,99,directed,1
17,185,directed,1
301,55,directed,1
301,313,directed,1
301,374,directed,1
301,310,directed,1
301,115,directed,1
301,311,directed,1
301,57,directed,1
301,245,directed,1
301,289,directed,1
301,196,directed,1
301,62,directed,1
339,94,directed,1
339,1,directed,1
339,10,directed,1
339,134,directed,1
377,378,directed,1
377,17,directed,1
377,2,directed,1
377,74,directed,1
377,379,directed,1
377,75,directed,1
377,76,directed,1
65,11,directed,1
65,5,directed,1
65,4,directed,1
65,17,directed,1
65,15,directed,1
540,362,directed,1
540,55,directed,1
540,201,directed,1
540,358,directed,1
540,217,directed,1
540,57,directed,1
540,54,directed,1
305,332,directed,1
305,10,directed,1
305,333,directed,1
305,2,directed,1
305,18,directed,1
305,261,directed,1
305,278,directed,1
305,347,directed,1
305,1,directed,1
305,9,directed,1
305,262,directed,1
376,321,directed,1
376,44,directed,1
376,55,directed,1
376,358,directed,1
376,56,directed,1
376,57,directed,1
376,13,directed,1
376,54,directed,1
231,115,directed,1
231,554,directed,1
231,381,directed,1
231,311,directed,1
231,28,directed,1
231,205,directed,1
231,81,directed,1
231,82,directed,1
231,238,directed,1
231,57,directed,1
231,239,directed,1
231,235,directed,1
231,382,directed,1
231,241,directed,1
231,234,directed,1
231,185,directed,1
231,79,directed,1
