id;label;dev
293;ExoHostedTest;1
294;HostActivity;2
115;ExoPlayer;1
57;Handler;1
54;Surface;1
76;WebvttCueParser;1
74;WebvttCue;1
392;Alignment;1
393;SpannableStringBuilder;1
81;Activity;1
82;Bundle;1
35;ConditionVariable;1
244;SurfaceHolder;1
245;Callback;1
233;SurfaceView;1
400;WakeLock;1
401;WifiLock;1
32;AudioTrack;1
33;PlaybackParams;1
34;AudioTimestamp;1
110;WebvttParser;1
73;SubtitleParser;1
2;ParsableByteArray;1
1;ParserException;1
95;VideoFormatSelectorUtil;1
44;MediaCodecUtil;2
96;Format;1
17;Util;1
97;MimeTypes;1
56;Context;1
99;Point;1
69;CodecCapabilities;1
70;MediaCodecInfo;1
71;VideoCapabilities;1
85;EventLogger;1
86;DemoPlayer;1
53;MediaCodecTrackRenderer;1
87;CryptoException;1
117;ChunkSampleSource;1
118;HlsSampleSource;1
248;ExtractorSampleSource;1
249;SingleSampleSource;1
154;BandwidthMeter;1
52;MediaCodecVideoTrackRenderer;1
116;MediaCodecAudioTrackRenderer;1
155;StreamingDrmSessionManager;1
156;DashChunkSource;1
157;TextRenderer;1
158;MetadataTrackRenderer;1
159;DebugTextViewHelper;1
160;Looper;1
479;VpxRenderer;1
480;EGLConfig;1
481;GL10;1
349;Renderer;1
335;DashTest;1
303;DashTrackSelector;1
336;ActivityInstrumentationTestCase2;1
170;Mp4Extractor;1
10;Extractor;1
88;SeekMap;1
41;NalUnitUtil;1
16;Sniffer;2
18;ExtractorInput;1
65;TrackSampleTable;1
19;Atom;1
11;Assertions;1
132;PositionHolder;1
63;AtomParsers;1
9;ExtractorOutput;1
66;Track;1
13;MediaFormat;1
194;GaplessInfo;1
8;TrackOutput;1
23;[B;1
491;TtmlRenderUtil;1
447;TtmlStyle;1
225;TtmlNode;1
5;[J;1
4;[I;1
43;MediaCodecSelector;1
72;Mp4WebvttParser;1
75;Mp4WebvttSubtitle;1
0;VorbisUtil;1
3;VorbisBitArray;2
100;LibopusAudioTrackRenderer;1
101;SampleSourceTrackRenderer;1
102;MediaClock;1
55;ExoPlaybackException;1
103;OpusDecoderException;1
114;LogcatLogger;1
119;TrackRenderer;1
120;SampleSource;1
58;MediaCodec;1
59;BufferInfo;1
60;MediaCrypto;1
27;CryptoInfo;1
301;ExoPlayerImplInternal;1
289;HandlerThread;1
196;Message;1
