Source,Target,type,weight
42,23,directed,1
42,165,directed,1
42,62,directed,1
122,2,directed,1
122,13,directed,1
122,38,directed,1
122,23,directed,1
67,161,directed,1
67,46,directed,1
173,46,directed,1
22,23,directed,1
22,11,directed,1
22,24,directed,1
22,15,directed,1
22,25,directed,1
22,2,directed,1
22,26,directed,1
22,27,directed,1
22,4,directed,1
22,28,directed,1
22,18,directed,1
36,2,directed,1
36,18,directed,1
188,246,directed,1
188,103,directed,1
188,183,directed,1
188,189,directed,1
188,23,directed,1
188,24,directed,1
47,48,directed,1
47,7,directed,1
47,17,directed,1
47,49,directed,1
47,50,directed,1
47,28,directed,1
47,18,directed,1
52,53,directed,1
52,54,directed,1
52,44,directed,1
52,55,directed,1
52,56,directed,1
52,57,directed,1
52,58,directed,1
52,59,directed,1
52,60,directed,1
52,13,directed,1
61,17,directed,1
61,2,directed,1
61,18,directed,1
61,194,directed,1
61,23,directed,1
61,62,directed,1
246,182,directed,1
246,183,directed,1
246,184,directed,1
246,11,directed,1
246,24,directed,1
38,11,directed,1
247,56,directed,1
247,239,directed,1
112,23,directed,1
112,15,directed,1
112,8,directed,1
112,39,directed,1
112,40,directed,1
112,2,directed,1
112,41,directed,1
112,12,directed,1
112,38,directed,1
189,184,directed,1
189,188,directed,1
86,53,directed,1
86,32,directed,1
86,87,directed,1
86,115,directed,1
86,117,directed,1
86,118,directed,1
86,248,directed,1
86,249,directed,1
86,154,directed,1
86,52,directed,1
86,116,directed,1
86,155,directed,1
86,156,directed,1
86,157,directed,1
86,158,directed,1
86,159,directed,1
86,57,directed,1
86,160,directed,1
86,54,directed,1
145,146,directed,1
145,147,directed,1
145,17,directed,1
145,49,directed,1
145,50,directed,1
145,28,directed,1
145,18,directed,1
145,148,directed,1
49,18,directed,1
49,28,directed,1
123,21,directed,1
123,2,directed,1
123,41,directed,1
123,1,directed,1
123,13,directed,1
123,8,directed,1
123,15,directed,1
123,23,directed,1
123,11,directed,1
123,38,directed,1
124,10,directed,1
124,88,directed,1
124,17,directed,1
124,2,directed,1
124,18,directed,1
124,20,directed,1
124,9,directed,1
124,123,directed,1
124,125,directed,1
250,10,directed,1
250,88,directed,1
250,251,directed,1
250,9,directed,1
250,1,directed,1
250,252,directed,1
250,13,directed,1
250,8,directed,1
250,18,directed,1
250,15,directed,1
253,17,directed,1
253,18,directed,1
253,23,directed,1
253,2,directed,1
253,1,directed,1
136,8,directed,1
136,18,directed,1
136,23,directed,1
136,137,directed,1
136,2,directed,1
138,10,directed,1
138,134,directed,1
138,139,directed,1
105,106,directed,1
105,7,directed,1
105,107,directed,1
105,17,directed,1
105,49,directed,1
105,50,directed,1
105,28,directed,1
105,18,directed,1
105,13,directed,1
254,253,directed,1
254,2,directed,1
254,11,directed,1
254,18,directed,1
227,18,directed,1
227,139,directed,1
30,88,directed,1
30,10,directed,1
30,17,directed,1
30,2,directed,1
30,31,directed,1
30,9,directed,1
30,13,directed,1
30,194,directed,1
30,8,directed,1
30,18,directed,1
30,15,directed,1
30,61,directed,1
30,1,directed,1
30,89,directed,1
30,29,directed,1
30,90,directed,1
161,0,directed,1
161,10,directed,1
161,88,directed,1
161,2,directed,1
161,68,directed,1
161,254,directed,1
161,253,directed,1
161,18,directed,1
161,1,directed,1
161,9,directed,1
161,132,directed,1
161,13,directed,1
161,8,directed,1
161,15,directed,1
113,39,directed,1
113,13,directed,1
113,8,directed,1
113,38,directed,1
113,2,directed,1
113,23,directed,1
113,15,directed,1
107,8,directed,1
107,22,directed,1
107,24,directed,1
170,10,directed,1
170,88,directed,1
170,17,directed,1
170,2,directed,1
170,41,directed,1
170,16,directed,1
170,18,directed,1
170,65,directed,1
170,19,directed,1
170,11,directed,1
170,132,directed,1
170,1,directed,1
170,63,directed,1
170,9,directed,1
170,66,directed,1
170,13,directed,1
170,194,directed,1
170,8,directed,1
170,23,directed,1
203,184,directed,1
203,200,directed,1
109,8,directed,1
109,18,directed,1
109,2,directed,1
16,17,directed,1
16,18,directed,1
16,2,directed,1
16,19,directed,1
16,4,directed,1
187,52,directed,1
187,56,directed,1
187,57,directed,1
172,38,directed,1
172,13,directed,1
172,23,directed,1
93,18,directed,1
37,41,directed,1
37,134,directed,1
37,39,directed,1
37,40,directed,1
37,2,directed,1
37,8,directed,1
37,23,directed,1
37,13,directed,1
37,12,directed,1
37,38,directed,1
63,64,directed,1
63,1,directed,1
63,19,directed,1
63,2,directed,1
63,65,directed,1
63,11,directed,1
63,15,directed,1
63,66,directed,1
63,17,directed,1
63,5,directed,1
63,4,directed,1
63,194,directed,1
63,13,directed,1
63,41,directed,1
63,38,directed,1
63,23,directed,1
63,62,directed,1
68,253,directed,1
68,2,directed,1
68,11,directed,1
68,18,directed,1
68,1,directed,1
251,2,directed,1
251,18,directed,1
251,1,directed,1
2,11,directed,1
2,38,directed,1
91,92,directed,1
91,93,directed,1
91,11,directed,1
91,18,directed,1
91,94,directed,1
91,1,directed,1
100,32,directed,1
100,101,directed,1
100,102,directed,1
100,55,directed,1
100,103,directed,1
100,57,directed,1
220,39,directed,1
220,41,directed,1
220,62,directed,1
135,10,directed,1
135,17,directed,1
135,2,directed,1
135,38,directed,1
135,18,directed,1
135,113,directed,1
135,9,directed,1
135,88,directed,1
114,115,directed,1
114,52,directed,1
114,116,directed,1
114,117,directed,1
114,118,directed,1
114,53,directed,1
114,32,directed,1
114,87,directed,1
114,54,directed,1
200,246,directed,1
200,201,directed,1
200,202,directed,1
200,203,directed,1
200,24,directed,1
131,10,directed,1
131,2,directed,1
131,88,directed,1
131,9,directed,1
131,18,directed,1
131,132,directed,1
131,23,directed,1
131,1,directed,1
131,13,directed,1
131,8,directed,1
121,39,directed,1
121,38,directed,1
121,2,directed,1
121,8,directed,1
121,15,directed,1
121,122,directed,1
121,13,directed,1
41,23,directed,1
41,2,directed,1
41,42,directed,1
41,38,directed,1
41,11,directed,1
41,129,directed,1
14,38,directed,1
14,24,directed,1
14,150,directed,1
14,151,directed,1
14,152,directed,1
14,153,directed,1
14,2,directed,1
229,120,directed,1
229,56,directed,1
229,230,directed,1
229,185,directed,1
229,13,directed,1
248,195,directed,1
248,185,directed,1
248,107,directed,1
248,1,directed,1
248,120,directed,1
248,9,directed,1
248,57,directed,1
248,134,directed,1
