id,label,dev
0,HttpTransport,1
1,AbstractHttpInputStream,0
2,Libcore,1
3,Streams,0
4,HttpEngine,1
5,ResponseHeaders,0
6,RawHeaders,1
7,AbstractHttpOutputStream,0
8,Transport,0
9,RequestHeaders,0
10,HttpURLConnectionImpl,1
11,HttpConnection,1
12,RetryableOutputStream,1
13,[B,0
14,SpdyTransport,1
15,SpdyStream,0
16,SpdyConnection,0
17,OkHttpConnection,0
18,HttpsURLConnectionImpl,1
19,SSLSocket,0
20,OkHttpsConnection,0
21,SSLSession,0
22,SSLPeerUnverifiedException,0
23,RouteSelector,1
24,HttpConnectionPool,1
25,Dns,1
26,IoUtils,0
27,SSLHandshakeException,0
28,HttpAuthenticator,1
29,HttpResponseCache,0
30,DiskLruCache,0
31,StrictLineReader,0
32,Charsets,0
33,Base64,0
34,ExtendedResponseCache,0
35,IntegralToString,0
36,ResponseSource,0
37,[I,0
38,RouteSelectorTest,1
39,TestCase,0
40,SslContextBuilder,0
41,SSLContext,0
42,[C,0
43,SSLSocketFactory,0
44,HostnameVerifier,0
45,Objects,0
46,Platform,1
47,IncomingStreamHandler,0
48,SpdyReader,0
49,Settings,0
50,Ping,0
51,SpdyWriter,1
52,Threads,0
53,MockSpdyPeer,0
54,[Z,0
55,[J,0
56,HttpsHandler,0
57,RawHeadersTest,0
58,EmptyArray,0
59,HeaderParser,1
60,HttpDate,0
61,SpdyConnectionTest,0
62,URLConnectionTest,1
63,MockWebServer,0
64,X509TrustManager,0
65,MockResponse,0
66,SocketPolicy,0
