id,label,dev
0,StrictLineReader,1
1,Charsets,0
2,HeaderParser,0
3,RawHeaders,1
4,Challenge,0
5,HttpConnectionPool,1
6,HttpConnection,1
7,Libcore,1
8,DiskLruCache,1
9,[Z,0
10,IoUtils,0
11,[J,0
12,Streams,0
13,RetryableOutputStream,0
14,AbstractHttpOutputStream,0
15,DiskLruCacheTest,1
16,TestCase,0
17,[C,0
18,HttpResponseCache,1
19,OkHttpConnection,0
20,OkHttpsConnection,1
21,SSLPeerUnverifiedException,0
22,Base64,0
23,ResponseHeaders,1
24,ExtendedResponseCache,1
25,IntegralToString,0
26,HttpEngine,1
27,RequestHeaders,0
28,HttpURLConnectionImpl,1
29,HttpsURLConnectionImpl,1
30,ResponseSource,0
31,[I,0
32,ExternalSpdyExample,0
33,HostnameVerifier,0
34,SpdyWriter,1
35,SpdyReader,1
36,Settings,1
37,SpdyConnection,1
38,IncomingStreamHandler,0
39,SpdyStream,1
40,Ping,1
41,Threads,1
42,[B,0
43,URLConnectionTest,1
44,MockWebServer,0
45,X509TrustManager,0
46,MockResponse,0
47,SocketPolicy,0
48,SSLSocket,0
49,SSLHandshakeException,0
50,SSLSession,0
51,AbstractHttpInputStream,0
52,SpdyTransport,0
53,Transport,0
54,EmptyArray,0
55,MockSpdyPeer,1
56,SettingsTest,1
57,HttpResponseCacheTest,1
58,RecordedRequest,0
59,HttpsHandler,0
60,HttpTransport,1
61,SpdyConnectionTest,1
62,HttpDate,0
63,SpdyServer,1
64,StrictLineReaderTest,1
65,HttpsURLConnection,0
66,SSLSocketFactory,0
67,Objects,0
68,ClientProvider,0
69,ServerProvider,0
70,RawHeadersTest,1
