Source,Target,type,weight
151,80,directed,1
151,25,directed,1
151,26,directed,1
61,62,directed,1
61,12,directed,1
61,63,directed,1
61,4,directed,1
61,64,directed,1
61,44,directed,1
61,10,directed,1
61,65,directed,1
61,3,directed,1
61,66,directed,1
61,67,directed,1
61,152,directed,1
61,7,directed,1
61,68,directed,1
61,69,directed,1
61,47,directed,1
61,48,directed,1
87,2,directed,1
87,12,directed,1
87,63,directed,1
87,48,directed,1
87,57,directed,1
153,154,directed,1
153,155,directed,1
153,21,directed,1
153,156,directed,1
26,27,directed,1
26,28,directed,1
26,29,directed,1
26,30,directed,1
26,31,directed,1
26,32,directed,1
26,157,directed,1
26,153,directed,1
26,33,directed,1
26,34,directed,1
26,35,directed,1
26,36,directed,1
26,37,directed,1
26,38,directed,1
26,39,directed,1
26,40,directed,1
26,21,directed,1
26,41,directed,1
26,42,directed,1
158,80,directed,1
158,25,directed,1
158,26,directed,1
159,26,directed,1
159,25,directed,1
159,156,directed,1
142,2,directed,1
142,1,directed,1
142,3,directed,1
142,4,directed,1
142,68,directed,1
142,89,directed,1
142,9,directed,1
142,64,directed,1
142,63,directed,1
142,44,directed,1
142,77,directed,1
142,12,directed,1
142,61,directed,1
142,6,directed,1
142,65,directed,1
142,7,directed,1
142,152,directed,1
142,8,directed,1
142,47,directed,1
160,2,directed,1
160,57,directed,1
160,161,directed,1
162,54,directed,1
162,163,directed,1
162,56,directed,1
162,91,directed,1
162,164,directed,1
162,57,directed,1
162,156,directed,1
165,25,directed,1
165,166,directed,1
165,167,directed,1
165,168,directed,1
165,26,directed,1
165,169,directed,1
165,170,directed,1
165,171,directed,1
165,172,directed,1
165,173,directed,1
165,174,directed,1
165,175,directed,1
165,176,directed,1
165,177,directed,1
165,178,directed,1
165,22,directed,1
165,179,directed,1
165,180,directed,1
165,156,directed,1
165,181,directed,1
157,155,directed,1
157,156,directed,1
157,182,directed,1
157,12,directed,1
157,154,directed,1
157,6,directed,1
157,21,directed,1
157,57,directed,1
183,12,directed,1
183,146,directed,1
184,80,directed,1
184,185,directed,1
184,25,directed,1
184,26,directed,1
186,26,directed,1
186,27,directed,1
186,28,directed,1
186,29,directed,1
187,52,directed,1
187,68,directed,1
187,48,directed,1
