Source,Target,type,weight
337,338,directed,1
337,339,directed,1
337,340,directed,1
337,341,directed,1
337,3,directed,1
342,246,directed,1
342,265,directed,1
342,3,directed,1
342,241,directed,1
342,242,directed,1
342,140,directed,1
342,182,directed,1
342,9,directed,1
377,378,directed,1
377,3,directed,1
377,4,directed,1
377,381,directed,1
377,382,directed,1
377,383,directed,1
377,384,directed,1
377,47,directed,1
377,409,directed,1
377,385,directed,1
377,386,directed,1
410,411,directed,1
410,412,directed,1
410,141,directed,1
410,115,directed,1
410,143,directed,1
410,123,directed,1
410,187,directed,1
410,135,directed,1
410,97,directed,1
410,413,directed,1
410,414,directed,1
410,51,directed,1
410,57,directed,1
415,357,directed,1
415,416,directed,1
415,3,directed,1
415,44,directed,1
216,353,directed,1
61,4,directed,1
61,44,directed,1
61,62,directed,1
61,63,directed,1
61,3,directed,1
61,12,directed,1
61,417,directed,1
61,418,directed,1
61,202,directed,1
61,48,directed,1
3,12,directed,1
3,170,directed,1
3,25,directed,1
3,204,directed,1
3,205,directed,1
3,156,directed,1
261,199,directed,1
261,3,directed,1
261,4,directed,1
261,202,directed,1
262,37,directed,1
262,140,directed,1
262,219,directed,1
262,202,directed,1
262,263,directed,1
262,264,directed,1
262,87,directed,1
262,265,directed,1
262,2,directed,1
262,53,directed,1
262,232,directed,1
262,203,directed,1
262,268,directed,1
262,266,directed,1
262,267,directed,1
262,226,directed,1
262,269,directed,1
262,271,directed,1
262,3,directed,1
262,218,directed,1
262,270,directed,1
262,250,directed,1
262,343,directed,1
262,272,directed,1
419,146,directed,1
420,3,directed,1
420,44,directed,1
13,0,directed,1
13,5,directed,1
13,4,directed,1
13,3,directed,1
13,66,directed,1
296,25,directed,1
296,297,directed,1
296,44,directed,1
296,134,directed,1
296,266,directed,1
296,298,directed,1
296,289,directed,1
296,288,directed,1
296,202,directed,1
296,3,directed,1
296,67,directed,1
296,299,directed,1
296,300,directed,1
296,205,directed,1
64,44,directed,1
64,66,directed,1
64,67,directed,1
64,3,directed,1
64,10,directed,1
348,131,directed,1
348,3,directed,1
348,44,directed,1
339,137,directed,1
339,44,directed,1
339,138,directed,1
339,3,directed,1
212,278,directed,1
212,202,directed,1
212,215,directed,1
212,216,directed,1
212,12,directed,1
212,156,directed,1
349,270,directed,1
349,44,directed,1
349,350,directed,1
349,47,directed,1
349,3,directed,1
349,156,directed,1
182,47,directed,1
182,202,directed,1
182,44,directed,1
182,10,directed,1
182,279,directed,1
182,280,directed,1
182,3,directed,1
182,8,directed,1
182,137,directed,1
182,4,directed,1
182,138,directed,1
182,139,directed,1
182,67,directed,1
182,9,directed,1
351,282,directed,1
351,290,directed,1
351,421,directed,1
351,284,directed,1
351,215,directed,1
351,140,directed,1
351,21,directed,1
290,283,directed,1
290,215,directed,1
290,155,directed,1
290,6,directed,1
290,182,directed,1
290,284,directed,1
290,247,directed,1
290,21,directed,1
290,57,directed,1
307,3,directed,1
307,156,directed,1
292,293,directed,1
292,421,directed,1
292,284,directed,1
292,140,directed,1
292,21,directed,1
292,156,directed,1
217,3,directed,1
217,218,directed,1
217,219,directed,1
217,202,directed,1
217,220,directed,1
193,131,directed,1
193,191,directed,1
193,3,directed,1
422,146,directed,1
263,2,directed,1
263,3,directed,1
263,4,directed,1
263,1,directed,1
263,6,directed,1
263,8,directed,1
263,9,directed,1
263,12,directed,1
263,10,directed,1
423,373,directed,1
423,278,directed,1
423,156,directed,1
423,155,directed,1
423,293,directed,1
423,284,directed,1
423,37,directed,1
423,140,directed,1
423,21,directed,1
423,57,directed,1
144,303,directed,1
144,2,directed,1
144,1,directed,1
144,3,directed,1
144,4,directed,1
144,9,directed,1
144,49,directed,1
144,6,directed,1
144,114,directed,1
144,16,directed,1
142,303,directed,1
142,2,directed,1
142,1,directed,1
142,3,directed,1
142,4,directed,1
142,68,directed,1
142,89,directed,1
142,9,directed,1
142,64,directed,1
142,63,directed,1
142,44,directed,1
142,77,directed,1
142,12,directed,1
142,259,directed,1
142,61,directed,1
142,6,directed,1
142,65,directed,1
142,202,directed,1
142,8,directed,1
142,418,directed,1
142,47,directed,1
197,237,directed,1
197,1,directed,1
197,4,directed,1
197,3,directed,1
197,229,directed,1
197,199,directed,1
197,202,directed,1
197,47,directed,1
359,3,directed,1
359,4,directed,1
359,9,directed,1
359,12,directed,1
424,425,directed,1
424,313,directed,1
89,4,directed,1
89,9,directed,1
89,3,directed,1
89,63,directed,1
89,67,directed,1
0,303,directed,1
0,2,directed,1
0,1,directed,1
0,3,directed,1
0,4,directed,1
0,5,directed,1
0,259,directed,1
0,6,directed,1
0,202,directed,1
0,8,directed,1
0,9,directed,1
0,10,directed,1
0,12,directed,1
0,47,directed,1
0,377,directed,1
0,13,directed,1
0,14,directed,1
0,15,directed,1
426,425,directed,1
426,312,directed,1
426,313,directed,1
148,131,directed,1
148,84,directed,1
148,3,directed,1
148,44,directed,1
361,91,directed,1
361,222,directed,1
361,278,directed,1
361,73,directed,1
361,12,directed,1
361,217,directed,1
361,48,directed,1
361,156,directed,1
361,74,directed,1
361,75,directed,1
362,287,directed,1
362,290,directed,1
427,313,directed,1
427,425,directed,1
413,411,directed,1
413,4,directed,1
413,69,directed,1
413,428,directed,1
413,3,directed,1
414,428,directed,1
414,411,directed,1
414,6,directed,1
414,202,directed,1
414,8,directed,1
414,4,directed,1
414,10,directed,1
429,378,directed,1
429,4,directed,1
429,69,directed,1
429,379,directed,1
429,430,directed,1
429,427,directed,1
429,431,directed,1
429,426,directed,1
429,424,directed,1
429,418,directed,1
429,47,directed,1
429,425,directed,1
363,365,directed,1
363,364,directed,1
363,44,directed,1
363,242,directed,1
363,47,directed,1
363,420,directed,1
363,3,directed,1
155,21,directed,1
155,41,directed,1
155,24,directed,1
155,267,directed,1
155,3,directed,1
63,3,directed,1
421,155,directed,1
421,215,directed,1
421,284,directed,1
421,140,directed,1
421,21,directed,1
421,156,directed,1
14,0,directed,1
14,4,directed,1
14,5,directed,1
14,3,directed,1
14,66,directed,1
367,3,directed,1
319,226,directed,1
319,215,directed,1
319,216,directed,1
319,240,directed,1
319,290,directed,1
319,3,directed,1
319,241,directed,1
319,242,directed,1
319,140,directed,1
319,2,directed,1
319,9,directed,1
319,399,directed,1
247,248,directed,1
247,215,directed,1
247,302,directed,1
247,156,directed,1
330,250,directed,1
330,265,directed,1
330,8,directed,1
330,3,directed,1
330,241,directed,1
330,242,directed,1
330,140,directed,1
330,9,directed,1
160,428,directed,1
160,411,directed,1
160,2,directed,1
160,57,directed,1
160,161,directed,1
160,396,directed,1
369,370,directed,1
369,3,directed,1
369,4,directed,1
369,84,directed,1
369,371,directed,1
369,85,directed,1
369,86,directed,1
125,303,directed,1
125,2,directed,1
125,3,directed,1
125,4,directed,1
125,69,directed,1
125,9,directed,1
125,115,directed,1
125,411,directed,1
125,6,directed,1
125,1,directed,1
94,1,directed,1
94,3,directed,1
372,293,directed,1
372,373,directed,1
372,67,directed,1
372,3,directed,1
372,93,directed,1
431,313,directed,1
431,425,directed,1
425,418,directed,1
374,303,directed,1
374,2,directed,1
374,3,directed,1
374,4,directed,1
374,9,directed,1
374,99,directed,1
374,143,directed,1
374,411,directed,1
374,6,directed,1
374,1,directed,1
215,202,directed,1
215,353,directed,1
209,3,directed,1
209,10,directed,1
209,66,directed,1
209,67,directed,1
430,425,directed,1
430,312,directed,1
430,313,directed,1
258,246,directed,1
258,3,directed,1
258,140,directed,1
258,241,directed,1
258,182,directed,1
258,10,directed,1
258,242,directed,1
258,9,directed,1
417,3,directed,1
417,4,directed,1
417,63,directed,1
417,409,directed,1
417,418,directed,1
